CRN,URL,Course,Title,Instructors,Course Meeting,Credits
21782,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21782,ACCO 305,INTRODUCTION TO ACCOUNTING,"Widener, Sally K.", BUS 312,3
21783,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21783,ACCO 305,INTRODUCTION TO ACCOUNTING,"Widener, Sally K.", TBA TBA,3
22066,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=22066,AFSC 101,FOUNDATION OF THE USAF I,,"11:00AM - 12:00PM W TBA TBA
3:00PM - 5:00PM W TBA TBA",2
22067,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=22067,AFSC 101,FOUNDATION OF THE USAF I,,"1:00PM - 2:00PM T TBA TBA
3:00PM - 5:00PM W TBA TBA",2
22195,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=22195,AFSC 102,FOUNDATION OF THE USAF II,, TBA TBA,2
22068,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=22068,AFSC 201,EVOLUTION OF AIR POWER,,"11:00AM - 12:00PM M TBA TBA
3:00PM - 5:00PM W TBA TBA",2
22069,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=22069,AFSC 201,EVOLUTION OF AIR POWER,,"1:00PM - 2:00PM R TBA TBA
3:00PM - 5:00PM W TBA TBA",2
22070,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=22070,AFSC 301,AIR FORCE LEADERSHIP STUDY I,,"12:00PM - 3:00PM M TBA TBA
3:00PM - 5:00PM W TBA TBA",3
22071,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=22071,AFSC 401,NATIONAL SECURITY AFFAIRS I,,"12:00PM - 3:00PM W TBA TBA
3:00PM - 5:00PM W TBA TBA",3
21107,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21107,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Englebretson, Robert E.",10:00AM - 10:50AM MWF SEW 301,3
21108,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21108,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Hilpert, Martin",1:00PM - 2:15PM TR HRG 125,3
21150,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21150,ANTH 201,SOCIAL/CULTURAL ANTHROPOLOGY,"Georges, Eugenia",10:50AM - 12:05PM TR HRZ AMP,3
21158,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21158,ANTH 210,ANTHROPOLOGY OF DEATH,"Ninetto, Amy; McIntosh, Susan K.",2:30PM - 3:50PM TR SEW 305,3
21169,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21169,ANTH 290,HISTORY AND ETHNOGRAPHY,"Naficy, Nahal",2:30PM - 3:50PM TR SEW 560,3
21109,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21109,ANTH 298,"BIOTECHNOLOGY, 1900 TO NOW","Landecker, Hannah L.",1:00PM - 2:20PM TR SEW 305,3
21161,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21161,ANTH 312,AFRICAN PREHISTORY,"Richard, Francois G.; McIntosh, Susan K.",10:50AM - 12:05PM TR SEW 560,3
21170,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21170,ANTH 320,PUBLIC SPHERES/CULTURES,"Kelty, Christopher M.",11:00AM - 11:50AM MWF WSC 146,3
21110,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200720&p_crn=21110,ANTH 323,INTRODUCTION TO PHONOLOGY,"Crosswhite, Katherine M.",11:00AM - 11:50AM MWF HRG 125,3
