CRN,URL,Course,Title,Instructors,Course Meeting,Credits
30089,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30089,ANTH 201,INTRO TO SOCIAL/CULTURAL ANTH,"Mitchell, Beverly M.",1:00PM - 3:30PM TWR RZR 202,3
30092,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30092,ANTH 329,"BODIES, SENSUALITIES, & ART","Dib, Lina",1:00PM - 4:05PM MTWRF SEW 560,3
30184,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30184,ANTH 364,AFRICAN ARCHAEOLOGY,"Fleisher, Jeffrey B.", TBA TBA,3
30185,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30185,ANTH 370,ARCHAEOLOGICAL LABORATORY,"Fleisher, Jeffrey B.", TBA TBA,3 TO 6
30088,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30088,ANTH 381,MEDICAL ANTHROPOLOGY,"Mitchell, Beverly M.",6:30PM - 9:55PM TWR SEW 307,3
30090,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30090,ANTH 388,LIFE CYCLE: A BIOCULTURAL VIEW,"Mitchell, Beverly M.",5:00PM - 8:40PM TWR RZR 202,3
30001,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30001,ANTH 800,RESEARCH AND THESIS,"Faubion, Jim", TBA TBA,3 TO 9
30083,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30083,ARCH 100,(LAUNCH) RICE SUMMER ARCH,"Alford, Grant",10:00AM - 11:00AM MTWR TBA TBA,1
30002,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30002,ARCH 711,SPECIAL PROJECTS,"Wittenberg, Gordon G.", TBA TBA,1 TO 9
30168,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30168,ARTS 432,FILM GENRE: THE WESTERN,"Huberman, Brian M.",7:00PM - 10:40PM TR TBA TBA,3
30081,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30081,BIOC 211,EXPERIMENTAL BIOSCIENCES,"Ratzel, Sarah E.","9:00AM - 12:00PM MTWRF TBA TBA
1:00PM - 5:00PM MTWRF TBA TBA",2
30216,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30216,BIOC 310,IND RES FOR BIOC UNDERGRADS,"Nikonowicz, Edward P.", TBA TBA,1 TO 4
30217,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30217,BIOC 310,IND RES FOR BIOC UNDERGRADS,"Wagner, Daniel S.", TBA TBA,1 TO 4
30218,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30218,BIOC 310,IND RES FOR BIOC UNDERGRADS,"Zhong, Weiwei", TBA TBA,1 TO 4
30082,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30082,BIOC 311,ADV EXPERIMENTAL BIOSCIENCES,"Beason-Abmayr, Beth",9:00AM - 4:00PM MTWF TBA TBA,2
30120,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30120,BIOC 320,LABORATORY IN TISSUE CULTURE,"Saterbak, Ann",9:00AM - 4:00PM MTWF TBA TBA,1
30076,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30076,BIOC 587,SEM 1ST YR BIOCHEM-CELL BIOL,"Eich, Elizabeth A.",9:00AM - 11:00AM TR HNZ 207,3
30003,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30003,BIOC 777,VISITING RESEARCH TRAINEE,, TBA TBA,0
30004,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30004,BIOC 800,BCB GRADUATE RESEARCH,, TBA TBA,1 TO 15
30119,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30119,BIOE 342,LABORATORY IN TISSUE CULTURE,"Saterbak, Ann",9:00AM - 4:00PM MTWF TBA TBA,1
30005,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30005,BIOE 500,GRADUATE RESEARCH,, TBA TBA,1 TO 15
30212,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30212,BIOE 501,GRADUATE RESEARCH,, TBA TBA,1 TO 6
30006,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201330&p_crn=30006,BIOE 506,GRADUATE INDEPENDENT STUDY,, TBA TBA,1 TO 3
