CRN,URL,Course,Title,Instructors,Course Meeting,Credits
22195,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=22195,AFSC 102,FOUNDATION OF THE USAF II,,"9:00AM - 10:00AM M TBA TBA
4:00PM - 6:00PM W TBA TBA",2
22512,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=22512,AFSC 102,FOUNDATION OF THE USAF II,,"3:00PM - 3:59PM W TBA TBA
4:00PM - 6:00PM W TBA TBA",2
22514,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=22514,AFSC 202,EVOLUTION OF AIR POWER II,,"2:00PM - 3:00PM W TBA TBA
4:00PM - 6:00PM W TBA TBA",2
22515,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=22515,AFSC 202,EVOLUTION OF AIR POWER II,,"8:00AM - 9:00AM F TBA TBA
4:00PM - 6:00PM W TBA TBA",2
22511,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=22511,AFSC 302,AIR FORCE LEADERSHIP STUDY II,,"9:00AM - 11:00AM R TBA TBA
4:00PM - 6:00PM W TBA TBA",3
22516,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=22516,AFSC 302,AIR FORCE LEADERSHIP STUDY II,,"12:00PM - 3:00PM M TBA TBA
4:00PM - 6:00PM W TBA TBA",3
22517,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=22517,AFSC 402,NATIONAL SECURITY AFFAIRS II,,"12:00PM - 3:00PM T TBA TBA
4:00PM - 6:00PM W TBA TBA",3
23503,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=23503,AFSC 402,NATIONAL SECURITY AFFAIRS II,,"10:00AM - 1:00PM W TBA TBA
4:00PM - 6:00PM W TBA TBA",3
21107,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=21107,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Lanz, Linda A.",10:00AM - 10:50AM MWF SEW 301,3
23212,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=23212,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Morrison, Michelle E.",10:50AM - 12:05PM TR HRG 100,3
23211,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=23211,ANTH 210,ANTHROPOLOGY OF DEATH,"McIntosh, Susan K.; Ninetto, Amy",2:30PM - 3:50PM TR SEW 303,3
23455,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200920&p_crn=23455,ANTH 212,PERSPECTIVES ON MODERN ASIA,"Vann, Elizabeth F.; Lewis, Steven W.",2:30PM - 3:50PM TR SEW 307,3
