CRN,URL,Course,Title,Instructors,Course Meeting,Credits
11504,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=11504,ACCO 305,INTRODUCTION TO ACCOUNTING,"Zeff, Stephen A.",8:00AM - 9:15AM TR MCN 212,3
11508,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=11508,ACCO 305,INTRODUCTION TO ACCOUNTING,"Zeff, Stephen A.",9:25AM - 10:40AM TR MCN 212,3
11515,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=11515,ACCO 406,MANAGEMENT ACCOUNTING,"Uecker, Wil",9:25AM - 10:40AM TR MCN 217,3
10566,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10566,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Crosswhite, Katherine M.",10:00AM - 10:50AM MWF HRZ 212,3
10567,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10567,ANTH 201,SOCIAL/CULTURAL ANTHROPOLOGY,"Ninetto, Amy",10:50AM - 12:05PM TR HRZ AMP,3
10568,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10568,ANTH 203,INTRO TO PHYSICAL ANTHROPOLOGY,"McIntosh, Susan K.",2:30PM - 3:50PM TR SEW 301,3
10610,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10610,ANTH 205,INTRO TO ARCHAEOLOGY,"McIntosh, Roderick J.",9:25AM - 10:40AM TR SEW 305,3
10569,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10569,ANTH 235,NANOTECH: CONTENT AND CONTEXT,"Hutchinson, John S.; Kelty, Christopher M.",9:25AM - 10:40AM TR SST 106,3
10570,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10570,ANTH 301,PHONETICS,"Niedzielski, Nancy A.",1:00PM - 2:15PM TR SEW 303,3
10611,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10611,ANTH 306,HIST OF ANTHROPOLOGICAL IDEAS,"Ninetto, Amy",2:30PM - 3:50PM TR RZR 305,3
10613,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10613,ANTH 308,HISTORY AS A  CULTURAL MYTH,"Taylor, Julie M.",2:00PM - 5:00PM W SEW 305,3
10615,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10615,ANTH 312,AFRICAN PREHISTORY,"McIntosh, Roderick J.",2:30PM - 3:50PM TR SEW 305,3
10571,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10571,ANTH 313,LANGUAGE AND CULTURE,"Tyler, Stephen A.",9:25AM - 10:40AM TR SEW 303,3
10617,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10617,ANTH 315,ANTH: INFORMATION & NETWORKS,"Kelty, Christopher M.",2:30PM - 3:45PM TR RZR 304,3
10618,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10618,ANTH 329,"BODIES, SENSUALITIES & ART","Taylor, Julie M.",4:00PM - 5:20PM TR SEW 303,3
10620,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10620,ANTH 345,ARCHAEOLOGY IN SOCIAL CONTEXT,"McIntosh, Susan K.",10:50AM - 12:05PM TR RZR 304,3
10572,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10572,ANTH 404,INDEPENDENT STUDY,"Marcus, George E.", TBA TBA,1 TO 9
10573,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10573,ANTH 404,INDEPENDENT STUDY,"Faubion, Jim", TBA TBA,1 TO 9
10574,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10574,ANTH 404,INDEPENDENT STUDY,"Georges, Eugenia", TBA TBA,1 TO 9
10575,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10575,ANTH 404,INDEPENDENT STUDY,"Ninetto, Amy", TBA TBA,1 TO 9
10576,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10576,ANTH 404,INDEPENDENT STUDY,"McIntosh, Roderick J.", TBA TBA,1 TO 9
10577,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10577,ANTH 404,INDEPENDENT STUDY,"McIntosh, Susan K.", TBA TBA,1 TO 9
10578,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10578,ANTH 404,INDEPENDENT STUDY,"Kelty, Christopher M.", TBA TBA,1 TO 9
10579,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10579,ANTH 404,INDEPENDENT STUDY,"Taylor, Julie M.", TBA TBA,1 TO 9
10580,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10580,ANTH 404,INDEPENDENT STUDY,"Tyler, Stephen A.", TBA TBA,1 TO 9
10581,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10581,ANTH 404,INDEPENDENT STUDY,"Landecker, Hannah L.", TBA TBA,1 TO 9
10584,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10584,ANTH 407,FIELD TECHNIQUES AND ANALYSIS,"Bowern, Claire L.",2:15PM - 3:55PM TR HRG 125,3
10622,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10622,ANTH 411,NEUROLINGUISTICS,"Lamb, Sydney M.",9:25AM - 10:40AM TR RZR 106,3
10624,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10624,ANTH 412,RHETORIC,"Tyler, Stephen A.",10:50AM - 12:05PM TR SEW 462,3
11727,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=11727,ANTH 413,POST-SOCIALISM & EUROPE,"Chivens, Thomas H.",2:00PM - 5:00PM M HUM 120,3
10585,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10585,ANTH 490,DIRECTED HONORS RESEARCH,"Marcus, George E.", TBA TBA,3
10586,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10586,ANTH 490,DIRECTED HONORS RESEARCH,"Faubion, Jim", TBA TBA,3
10587,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10587,ANTH 490,DIRECTED HONORS RESEARCH,"Georges, Eugenia", TBA TBA,3
10588,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10588,ANTH 490,DIRECTED HONORS RESEARCH,"Ninetto, Amy", TBA TBA,3
10589,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10589,ANTH 490,DIRECTED HONORS RESEARCH,"McIntosh, Roderick J.", TBA TBA,3
10590,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10590,ANTH 490,DIRECTED HONORS RESEARCH,"McIntosh, Susan K.", TBA TBA,3
10591,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10591,ANTH 490,DIRECTED HONORS RESEARCH,"Kelty, Christopher M.", TBA TBA,3
10592,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10592,ANTH 490,DIRECTED HONORS RESEARCH,"Taylor, Julie M.", TBA TBA,3
10593,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10593,ANTH 490,DIRECTED HONORS RESEARCH,"Tyler, Stephen A.", TBA TBA,3
10594,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10594,ANTH 490,DIRECTED HONORS RESEARCH,"Landecker, Hannah L.", TBA TBA,3
10612,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10612,ANTH 506,HIST OF ANTHROPOLOGICAL IDEAS,"Ninetto, Amy",2:30PM - 3:50PM TR RZR 305,3
10614,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10614,ANTH 508,HISTORY AS A CULTURAL MYTH,"Taylor, Julie M.",2:00PM - 5:00PM W SEW 305,3
10616,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10616,ANTH 512,AFRICAN PREHISTORY,"McIntosh, Roderick J.",2:30PM - 3:50PM TR SEW 305,3
10595,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10595,ANTH 513,LANGUAGE AND CULTURE,"Tyler, Stephen A.",9:25AM - 10:40AM TR SEW 303,3
10619,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10619,ANTH 529,"BODIES, SENSUALITIES, & ART","Taylor, Julie M.",4:00PM - 5:20PM TR SEW 303,3
10621,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10621,ANTH 545,ARCHAEOLOGY IN SOCIAL CONTEXT,"McIntosh, Susan K.",10:50AM - 12:05PM TR RZR 304,3
10596,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10596,ANTH 600,INDEPENDENT STUDY,"Marcus, George E.", TBA TBA,1 TO 9
10597,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10597,ANTH 600,INDEPENDENT STUDY,"Faubion, Jim", TBA TBA,1 TO 9
10598,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10598,ANTH 600,INDEPENDENT STUDY,"Georges, Eugenia", TBA TBA,1 TO 9
10599,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10599,ANTH 600,INDEPENDENT STUDY,"Ninetto, Amy", TBA TBA,1 TO 9
10600,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10600,ANTH 600,INDEPENDENT STUDY,"McIntosh, Roderick J.", TBA TBA,1 TO 9
10601,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10601,ANTH 600,INDEPENDENT STUDY,"McIntosh, Susan K.", TBA TBA,1 TO 9
10602,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10602,ANTH 600,INDEPENDENT STUDY,"Kelty, Christopher M.", TBA TBA,1 TO 9
10603,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10603,ANTH 600,INDEPENDENT STUDY,"Taylor, Julie M.", TBA TBA,1 TO 9
10604,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10604,ANTH 600,INDEPENDENT STUDY,"Tyler, Stephen A.", TBA TBA,1 TO 9
10605,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10605,ANTH 600,INDEPENDENT STUDY,"Landecker, Hannah L.", TBA TBA,1 TO 9
10608,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10608,ANTH 601,PROSEMINAR IN ANTHROPOLOGY,"Faubion, Jim",2:00PM - 5:00PM M HRZ 122,3
10627,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10627,ANTH 602,PROPOSAL WRITING SEMINAR,"Georges, Eugenia",2:00PM - 5:00PM W HRZ 119,3
10628,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10628,ANTH 607,FIELD TECHNIQUES AND ANALYSIS,"Bowern, Claire L.",2:15PM - 3:55PM TR HRG 125,3
10623,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10623,ANTH 611,NEUROLINGUISTICS,"Lamb, Sydney M.",9:25AM - 10:40AM TR RZR 106,3
10625,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10625,ANTH 612,RHETORIC,"Tyler, Stephen A.",10:50AM - 12:05PM TR SEW 462,3
11728,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=11728,ANTH 613,POST-SOCIALISM & EUROPE,"Chivens, Thomas H.",2:00PM - 5:00PM M HUM 120,3
10609,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10609,ANTH 800,RESEARCH AND THESIS,"Marcus, George E.", TBA TBA,3 TO 9
10233,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10233,ARAB 101,INTRO TO MODERN ARABIC I,"Awad, Maher M.",9:00AM - 9:50AM MWF RZR 106,5
12071,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=12071,ARAB 101,INTRO TO MODERN ARABIC I,"Awad, Maher M.",2:00PM - 2:50PM MWF HBH 227,5
10234,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10234,ARAB 201,INTERMEDIATE MODERN ARABIC I,"Awad, Maher M.",10:00AM - 10:50AM MWF HRG 308,4
10236,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10236,ARAB 398,INDEPENDENT STUDY,"Awad, Maher M.", TBA TBA,1 TO 6
10876,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10876,ARCH 101,PRINCIPLES OF ARCHITECTURE I,"Samuels, Danny M.; Grenader, Nonya S.",2:00PM - 5:00PM MWF ANH 212,4
10877,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10877,ARCH 104,CASE STU IN ANCNT & MED ARCH,"Neagley, Linda; Quenemoen, Caroline K.",10:00AM - 10:50AM MWF TBA TBA,3
10878,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10878,ARCH 201,PRINCIPLES OF ARCHITECTURE II,"Oliver, Douglas E.; Lee, Clover S.",1:00PM - 5:00PM MWF ANH 147,6
10879,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10879,ARCH 207,INTRO TO DESIGN OF STRUCTURES,"Wittenberg, Gordon G.",9:25AM - 10:40AM TR ANH 117,3
10880,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10880,ARCH 301,PRINCIPLES OF ARCHITECTURE III,"Hight, Christopher; Lally, Sean",1:00PM - 5:00PM MWF ANH 237,6
10881,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10881,ARCH 311,HOUSTON ARCHITECTURE,"Fox, Stephen",10:50AM - 12:05PM TR ANH 210,3
10882,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10882,ARCH 313,SUSTAINABLE DESIGN,"Taylor, Rives T.",7:00PM - 9:00PM R ANH 117,3
10883,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10883,ARCH 316,ENVIRONMENTAL CONTROL SYSTEMS,"Oberholzer, Mark A.",9:25AM - 10:40AM TR RZR 123,3
10885,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10885,ARCH 327,BUILDING WORKSHOP I,"Samuels, Danny M.; Grenader, Nonya S.",4:00PM - 5:20PM TR ANH 148,3
10886,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10886,ARCH 331,VIS CULTURAL ISLAMIC WORLD I,"Fetvaci, Emine F.",11:00AM - 12:15PM MW TBA TBA,3
10888,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10888,ARCH 345,ARCHITECTURE AND THE CITY I,"Kostich, Gordana",4:00PM - 5:20PM TR ANH 117,3
10890,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10890,ARCH 353,PHOTO FOR ARCHITECTS,"White, Frank S.",9:25AM - 10:40AM TR ANH 148,3
10891,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200610&p_crn=10891,ARCH 401,PRINCIPLES OF ARCHITECTURE IV,"Jimenez, Carlos; Morrow, Michael M.",1:00PM - 5:00PM MWF ANH 236,6
