CRN,URL,Course,Title,Instructors,Course Meeting,Credits
10575,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10575,AFSC 101,FOUNDATION OF THE USAF I,,"12:00PM - 12:50PM W TBA TBA
2:30PM - 4:30PM W TBA TBA",2
12099,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=12099,AFSC 101,FOUNDATION OF THE USAF I,,"8:00AM - 9:00AM T TBA TBA
2:30PM - 4:30PM W TBA TBA",2
10576,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10576,AFSC 201,EVOLUTION OF AIR POWER I,,"1:00PM - 1:50PM W TBA TBA
2:30PM - 4:30PM W TBA TBA",2
10577,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10577,AFSC 201,EVOLUTION OF AIR POWER I,,"9:00AM - 9:50AM T TBA TBA
2:30PM - 4:30PM W TBA TBA",2
10578,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10578,AFSC 301,AIR FORCE LEADERSHIP STUDY I,,"8:00AM - 11:00AM W TBA TBA
2:30PM - 4:30PM W TBA TBA",3
10579,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10579,AFSC 401,NATIONAL SECURITY AFFAIRS I,,"10:00AM - 1:00PM W TBA TBA
2:30PM - 4:30PM W TBA TBA",3
14442,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=14442,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Manker, Jonathan",1:00PM - 1:50PM MWF HRG 125,3
13712,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13712,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Achard, Michel J.",9:25AM - 10:40AM TR HRG 100,3
10656,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10656,ANTH 203,INTRO BIOLOGICAL ANTHROPOLOGY,"Morgan, Molly",10:50AM - 12:05PM TR SEW 307,3
11467,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=11467,ANTH 205,INTRO TO ARCHAEOLOGY,"Fleisher, Jeffrey B.",9:25AM - 10:40AM TR HRG 129,3
13714,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13714,ANTH 300,LINGUISTIC ANALYSIS,"Englebretson, Robert E.",1:00PM - 1:50PM MWF BKH 116,3
13851,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13851,ANTH 312,AFRICAN PREHISTORY,"Fleisher, Jeffrey B.",1:00PM - 2:15PM TR SEW 560,3
10836,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10836,ANTH 324,DOCUMENTARY PRODUCTION,"Stringer, Tish M.; Huberman, Brian M.",2:30PM - 5:29PM R MED 100,3
13861,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13861,ANTH 340,NEOLIBERALISM & GLOBALIZATION,"Boyer, Dominic C.",2:30PM - 5:00PM R SEW 305,3
14225,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=14225,ANTH 342,ETHNOGRAPHIES OF CARE,"Zeweri, Helena",5:00PM - 7:30PM R SEW 562,3
14030,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=14030,ANTH 354,DISABILITY AND GENDERED BODIES,"Borodina, Svetlana",2:00PM - 4:30PM W MLC 103,3
14156,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=14156,ANTH 370,ARCHAEOLOGICAL LAB ANALYSIS,"Fleisher, Jeffrey B.",2:00PM - 4:50PM W SEW 103,3 TO 6
13982,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13982,ANTH 392,ANCIENT MESOAMERICA,"Morgan, Molly",2:30PM - 3:45PM TR SEW 560,3
13949,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13949,ANTH 397,ANTHROPOLOGY JOURNAL CLUB,"Ballestero, Andrea",4:30PM - 5:30PM M SEW 562,1
12545,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=12545,ANTH 404,INDEPENDENT STUDY,"Faubion, Jim", TBA TBA,1 TO 9
10129,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10129,ANTH 404,INDEPENDENT STUDY,"Georges, Eugenia", TBA TBA,1 TO 9
12546,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=12546,ANTH 404,INDEPENDENT STUDY,"Howe, Cymene", TBA TBA,1 TO 9
11823,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=11823,ANTH 404,INDEPENDENT STUDY,"Ballestero, Andrea", TBA TBA,1 TO 9
11157,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=11157,ANTH 404,INDEPENDENT STUDY,"McIntosh, Susan K.", TBA TBA,1 TO 9
11315,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=11315,ANTH 404,INDEPENDENT STUDY,"Wool, Zoe H.", TBA TBA,1 TO 9
10534,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10534,ANTH 404,INDEPENDENT STUDY,"Boyer, Dominic C.", TBA TBA,1 TO 9
13419,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13419,ANTH 404,INDEPENDENT STUDY,"Mitchell, Beverly M.", TBA TBA,1 TO 9
10377,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=10377,ANTH 404,INDEPENDENT STUDY,"Fleisher, Jeffrey B.", TBA TBA,1 TO 9
13420,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13420,ANTH 420,ETHNOGRAPHY STUDIO,"Ballestero, Andrea",2:30PM - 5:00PM T DCH Sym II Lab,3
13860,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=13860,ANTH 424,CULTURAL AND SOCIAL THOUGHT,"Faubion, Jim",1:00PM - 3:30PM M SEW 562,3
12547,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201910&p_crn=12547,ANTH 490,DIRECTED HONORS RESEARCH,"Faubion, Jim", TBA TBA,1 TO 3
