CRN,URL,Course,Title,Instructors,Course Meeting,Credits
20784,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20784,AFSC 102,FOUNDATION OF THE USAF II,,"8:00AM - 8:50AM M TBA TBA
4:00PM - 5:50PM W TBA TBA",2
20785,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20785,AFSC 102,FOUNDATION OF THE USAF II,,"2:00PM - 2:50PM W TBA TBA
4:00PM - 5:50PM W TBA TBA",2
20786,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20786,AFSC 202,EVOLUTION OF AIR POWER II,,"9:00AM - 9:50AM M TBA TBA
4:00PM - 5:50PM W TBA TBA",2
20787,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20787,AFSC 202,EVOLUTION OF AIR POWER II,,"3:00PM - 3:50PM W TBA TBA
4:00PM - 5:50PM W TBA TBA",2
20807,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20807,AFSC 302,AIR FORCE LEADERSHIP STUDY II,,"11:30AM - 2:30PM T TBA TBA
4:00PM - 5:50PM W TBA TBA",3
20500,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20500,AFSC 402,NATIONAL SECURITY AFFAIRS II,,"10:00AM - 12:50PM W TBA TBA
4:00PM - 5:50PM W TBA TBA",3
20199,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20199,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Wittke, Jonas B.",10:00AM - 10:50AM MWF HRG 125,3
20331,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20331,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Achard, Michel J.",9:25AM - 10:40AM TR HRG 100,3
23448,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=23448,ANTH 302,ANTHROPOLOGICAL THEORY,"Ballestero, Andrea",2:30PM - 5:00PM T SEW 460,3
21809,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=21809,ANTH 305,HISTORICAL LINGUISTICS,"Oko, Christina W.",11:00AM - 11:50AM MWF HRG 125,3
24270,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=24270,ANTH 326,"LAW, POWER AND CULTURE","Ballestero, Andrea",2:00PM - 4:30PM W SEW 562,3
23450,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=23450,ANTH 347,THE U.S. AS A FOREIGN COUNTRY,"Faubion, Jim",10:50AM - 12:05PM TR SEW 560,3
24104,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=24104,ANTH 365,POLITICS OF REPRESENTATION,"Sharim, Yehuda",2:00PM - 3:15PM MW HNZ 202,3
24105,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=24105,ANTH 376,ART AND ACTIVISM,"Sharim, Yehuda",4:00PM - 5:15PM MW MCA 103,3
20360,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=20360,ANTH 381,MEDICAL ANTHROPOLOGY,"Mitchell, Beverly M.",1:00PM - 2:15PM TR SEW 562,3
23452,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=23452,ANTH 384,PALEO-TECHNOLOGY,"Clark, Brian T.",1:00PM - 3:30PM W SEW 103,3
24050,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=24050,ANTH 391,SPECULATIVE FUTURES,"Howe, Cymene",2:30PM - 5:00PM T HNZ 201,3
24048,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=24048,ANTH 392,ANCIENT MESOAMERICA,"Morgan, Molly",11:00AM - 11:50AM MWF SEW 562,3
24020,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201720&p_crn=24020,ANTH 398,ETHNOGRAPHIC RESEARCH,"Vlachos, Nathanael M.",2:30PM - 5:00PM R SEW 460,3
