CRN,URL,Course,Title,Instructors,Course Meeting,Credits
15707,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15707,AFSC 101,FOUNDATION OF THE USAF I,,"3:00PM - 3:50PM W TBA TBA
4:00PM - 5:59PM W TBA TBA",2
15708,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15708,AFSC 101,FOUNDATION OF THE USAF I,,"9:00AM - 9:50AM M TBA TBA
4:00PM - 5:59PM W TBA TBA",2
15709,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15709,AFSC 201,EVOLUTION OF AIR POWER,,"2:00PM - 2:50PM W TBA TBA
4:00PM - 5:59PM W TBA TBA",2
15710,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15710,AFSC 201,EVOLUTION OF AIR POWER,,"8:00AM - 8:50AM M TBA TBA
4:00PM - 5:59PM W TBA TBA",2
15711,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15711,AFSC 301,AIR FORCE LEADERSHIP STUDY I,,"11:30AM - 2:29PM T TBA TBA
4:00PM - 5:59PM W TBA TBA",3
15713,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15713,AFSC 401,NATIONAL SECURITY AFFAIRS I,,"10:00AM - 1:00PM W TBA TBA
4:00PM - 5:59PM W TBA TBA",3
10838,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=10838,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Oko, Christina W.",10:00AM - 10:50AM MWF SEW 301,3
15352,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15352,ANTH 200,INTRO TO STUDY OF LANGUAGE,"McGowan, Kevin B.",1:00PM - 2:15PM TR HRG 100,3
16556,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=16556,ANTH 201,INTRO TO SOCIAL/CULTURAL ANTH,"Howe, Cymene",10:50AM - 12:05PM TR SEW 301,3
16906,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=16906,ANTH 202,MEDICINE AND RELIGION,"Will III, Wilson",2:30PM - 3:45PM TR BKH 102,3
16557,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=16557,ANTH 203,INTRO TO PHYSICAL ANTHROPOLOGY,"Camacho, Shannon Y.",9:25AM - 10:40AM TR ABL 123,3
10895,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=10895,ANTH 300,LINGUISTIC ANALYSIS,"Englebretson, Robert E.",11:00AM - 11:50AM MWF RZR 123,3
10843,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=10843,ANTH 301,PHONETICS,"McGowan, Kevin B.",10:50AM - 12:05PM TR HUM 119,3
14465,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=14465,ANTH 302,ANTHROPOLOGICAL THEORY,"Ninetto, Amy",1:00PM - 2:15PM TR SEW 560,3
16568,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=16568,ANTH 307,CRIME AND THE CITY,"Radhakrishnan, Ratheesh",2:30PM - 5:29PM T RZR 204,3
15339,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15339,ANTH 313,LANGUAGE AND CULTURE,"Oko, Christina W.",2:00PM - 2:50PM MWF SEW 305,3
16560,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=16560,ANTH 340,NEOLIBERALISM & GLOBALIZATION,"Boyer, Dominic C.",10:50AM - 12:05PM TR SEW 560,3
16558,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=16558,ANTH 345,ARCHAEOLOGY IN SOCIAL CONTEXT,"McIntosh, Susan K.",2:30PM - 3:45PM TR RZR 106,3
14531,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=14531,ANTH 372,CULTURES OF CAPITALISM,"Ranova, Elitza S.",7:00PM - 10:00PM T RZR 121,3
16562,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=16562,ANTH 388,LIFE CYCLE: A BIOCULTURAL VIEW,"Mitchell, Beverly M.",7:00PM - 10:00PM W BKH 102,3
17302,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=17302,ANTH 398,ETHNOGRAPHIC RESEARCH,"Howe, Cymene",2:30PM - 5:29PM R SEW 562,3
15555,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15555,ANTH 404,INDEPENDENT STUDY,"Faubion, Jim", TBA TBA,1 TO 9
10851,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=10851,ANTH 404,INDEPENDENT STUDY,"Georges, Eugenia", TBA TBA,1 TO 9
15556,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15556,ANTH 404,INDEPENDENT STUDY,"Ninetto, Amy", TBA TBA,1 TO 9
15557,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15557,ANTH 404,INDEPENDENT STUDY,, TBA TBA,1 TO 9
15558,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201210&p_crn=15558,ANTH 404,INDEPENDENT STUDY,"McIntosh, Susan K.", TBA TBA,1 TO 9
