CRN,URL,Course,Title,Instructors,Course Meeting,Credits
31011,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=31011,ANTH 201,INTRO TO SOCIAL/CULTURAL ANTH,"Mitchell, Beverly M.",10:30AM - 1:00PM TWR SEW 562,3
31118,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=31118,ANTH 364,AFRICAN ARCHAEOLOGY,"Fleisher, Jeffrey B.", TBA TBA,3
31258,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=31258,ANTH 381,MEDICAL ANTHROPOLOGY,"Mitchell, Beverly M.",1:00PM - 3:30PM TWR SEW 562,3
31119,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=31119,ANTH 564,AFRICAN ARCHAEOLOGY,"Fleisher, Jeffrey B.", TBA TBA,3
30402,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30402,ANTH 800,RESEARCH AND THESIS,"Faubion, Jim", TBA TBA,3 TO 9
30403,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30403,ANTH 800,RESEARCH AND THESIS,"Georges, Eugenia", TBA TBA,3 TO 9
30181,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30181,ANTH 800,RESEARCH AND THESIS,"Howe, Cymene", TBA TBA,3 TO 9
30404,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30404,ANTH 800,RESEARCH AND THESIS,"Boyer, Dominic C.", TBA TBA,3 TO 9
31275,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=31275,APPL 490,UNDERGRAD SUMMER RESEARCH-REU,"Pimpinelli, Alberto F.", TBA TBA,1 TO 6
30077,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30077,APPL 800,RESEARCH AND THESIS,"Tkaczyk, Tomasz", TBA TBA,1 TO 15
30078,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30078,APPL 800,RESEARCH AND THESIS,"Richards-Kortum, Rebecca R.", TBA TBA,1 TO 15
30079,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30079,APPL 800,RESEARCH AND THESIS,"Ma, Jianpeng", TBA TBA,1 TO 15
30080,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30080,APPL 800,RESEARCH AND THESIS,"Levine, Herbert", TBA TBA,1 TO 15
30081,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30081,APPL 800,RESEARCH AND THESIS,"Grande-Allen, K. Jane", TBA TBA,1 TO 15
30082,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30082,APPL 800,RESEARCH AND THESIS,"Hirasaki, George J.", TBA TBA,1 TO 15
30083,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30083,APPL 800,RESEARCH AND THESIS,"Pitkow, Xaq", TBA TBA,1 TO 15
30084,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30084,APPL 800,RESEARCH AND THESIS,"Merenyi, Erzsebet", TBA TBA,1 TO 15
30085,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30085,APPL 800,RESEARCH AND THESIS,"Robinson, Jacob T.", TBA TBA,1 TO 15
30086,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30086,APPL 800,RESEARCH AND THESIS,"Halas, Naomi", TBA TBA,1 TO 15
30087,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201830&p_crn=30087,APPL 800,RESEARCH AND THESIS,"Kelly, Kevin F.", TBA TBA,1 TO 15
