CRN,URL,Course,Title,Instructors,Course Meeting,Credits
30113,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30113,ANTH 201,SOCIAL/CULTURAL ANTHROPOLOGY,"Mitchell, Beverly M.",11:00AM - 2:20PM MTWR RZR 205,3
30115,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30115,ANTH 322,CULTURES AND IDENTITIES,"Ranova, Elitza S.","9:00AM - 12:35PM MW TBA TBA
9:00AM - 1:20PM TR TBA TBA",3
30209,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30209,ANTH 364,HISTORICAL ARCHAEOLOGY,"Fleisher, Jeffrey B.", TBA TBA,3
30210,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30210,ANTH 370,ARCHAEOLOGICAL LABORATORY,"Fleisher, Jeffrey B.", TBA TBA,3 TO 6
30111,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30111,ANTH 381,MEDICAL ANTHROPOLOGY,"Mitchell, Beverly M.",3:00PM - 6:05PM MTWRF SEW 562,3
30114,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30114,ANTH 385,"MEDIA, CULTURE, AND SOCIETY","Howe, Cymene",3:00PM - 6:05PM MTWRF RZR 204,3
30116,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30116,ANTH 800,RESEARCH AND THESIS,, TBA TBA,3 TO 9
30037,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30037,ARCH 461,SPECIAL PROJECTS,"Casbarian, John J.", TBA TBA,1 TO 9
30038,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30038,ARCH 700,PRACTICUM,"Casbarian, John J.", TBA TBA,3
30028,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30028,ARTS 432,FILM GENRE: THE WESTERN,"Huberman, Brian M.",7:00PM - 10:00PM TR TBA TBA,3
30128,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30128,ASIA 322,INTRODUCTION TO BUDDHISM,"Gleig, Ann L.",2:00PM - 5:05PM MTWRF RZR 304,3
30049,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30049,BIOE 342,LABORATORY IN TISSUE CULTURE,"McHale, Melissa K.",9:00AM - 4:00PM MTWF TBA TBA,1
30212,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30212,BIOE 400,UNDERGRADUATE RESEARCH,, TBA TBA,1 TO 4
30051,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30051,BIOE 405,IND RESEARCH/INTERN PROGRAM,"West, Jennifer L.", TBA TBA,0
30052,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30052,BIOE 410,CLINICAL MEDICAL INTERNSHIP,, TBA TBA,3
30053,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30053,BIOE 415,CLINICAL RESEARCH INTERNSHIP,"Richards-Kortum, Rebecca R.", TBA TBA,3
30054,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30054,BIOE 500,GRADUATE RESEARCH,, TBA TBA,1 TO 15
30050,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30050,BIOS 320,LABORATORY IN TISSUE CULTURE,"McHale, Melissa K.",9:00AM - 4:00PM MTWF TBA TBA,1
30005,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30005,BIOS 777,VISITING RESEARCH TRAINEE,"Siemann, Evan H.", TBA TBA,0
30006,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30006,BIOS 777,VISITING RESEARCH TRAINEE,, TBA TBA,0
30007,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30007,BIOS 800,BCB GRADUATE RESEARCH,, TBA TBA,1 TO 15
30008,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30008,BIOS 800,BCB GRADUATE RESEARCH,"Bartel, Bonnie", TBA TBA,1 TO 15
30009,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30009,BIOS 801,EEB GRADUATE RESEARCH,"Dunham, Amy E.", TBA TBA,1 TO 15
30010,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30010,BIOS 801,EEB GRADUATE RESEARCH,"Holland, Nat", TBA TBA,1 TO 15
30011,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30011,BIOS 801,EEB GRADUATE RESEARCH,"Kohn, Michael", TBA TBA,1 TO 15
30012,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30012,BIOS 801,EEB GRADUATE RESEARCH,"Putnam, Nik", TBA TBA,1 TO 15
30013,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30013,BIOS 801,EEB GRADUATE RESEARCH,"Queller, David C.; Strassmann, Joan E.", TBA TBA,1 TO 15
30014,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30014,BIOS 801,EEB GRADUATE RESEARCH,"Rudgers, Jennifer A.", TBA TBA,1 TO 15
30015,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30015,BIOS 801,EEB GRADUATE RESEARCH,"Rudolf, Volker", TBA TBA,1 TO 15
30016,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30016,BIOS 801,EEB GRADUATE RESEARCH,"Siemann, Evan H.", TBA TBA,1 TO 15
30017,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30017,BIOS 801,EEB GRADUATE RESEARCH,"Whitney, Kenneth D.", TBA TBA,1 TO 15
30039,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30039,CAAM 491,INDEPENDENT STUDY,, TBA TBA,1 TO 6
30040,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200930&p_crn=30040,CAAM 491,INDEPENDENT STUDY,"Hicks, Illya V.", TBA TBA,1 TO 6
