CRN,URL,Course,Title,Instructors,Course Meeting,Credits
20784,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20784,AFSC 102,FOUNDATION OF THE USAF II,,"9:00AM - 10:00AM T TBA TBA
2:30PM - 4:20PM W TBA TBA",2
20785,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20785,AFSC 102,FOUNDATION OF THE USAF II,,"12:00PM - 12:50PM W TBA TBA
2:30PM - 4:20PM W TBA TBA",2
20786,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20786,AFSC 202,EVOLUTION OF AIR POWER II,,"8:00AM - 9:00AM T TBA TBA
2:30PM - 4:20PM W TBA TBA",2
20787,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20787,AFSC 202,EVOLUTION OF AIR POWER II,,"1:00PM - 1:50PM W TBA TBA
2:30PM - 4:20PM W TBA TBA",2
20807,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20807,AFSC 302,AIR FORCE LEADERSHIP STUDY II,,"8:00AM - 11:00AM W TBA TBA
2:30PM - 4:20PM W TBA TBA",3
20500,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20500,AFSC 402,NATIONAL SECURITY AFFAIRS II,,"10:00AM - 12:50PM W TBA TBA
2:30PM - 4:20PM W TBA TBA",3
20331,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20331,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Durian, David C.",9:25AM - 10:40AM TR HRG 100,3
24707,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=24707,ANTH 201,INTRO TO SOCIAL/CULTURAL ANTH,"Wool, Zoe H.",9:25AM - 10:40AM TR RZR 123,3
25453,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=25453,ANTH 299,EXPERIENTIAL EDUCATION IN ANTH,"Wool, Zoe H.", TBA TBA,1
24489,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=24489,ANTH 301,PHONETICS,"Durian, David C.",10:50AM - 12:05PM TR HUM 119,3
24708,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=24708,ANTH 317,REVOLUTIONS AND UTOPIAS,"Boyer, Dominic C.",2:30PM - 5:00PM T DCC 113,3
24710,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=24710,ANTH 345,ARCHAEOLOGY IN SOCIAL CONTEXT,"McIntosh, Susan K.",2:30PM - 3:45PM TR GRB W212,3
24711,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=24711,ANTH 362,ARCHAEOLOGICAL FLD TECHNIQUES,"Fleisher, Jeffrey B.",2:00PM - 4:30PM W SEW 103,3
24713,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=24713,ANTH 363,EARLY CIVILIZATIONS,"Morgan, Molly",1:00PM - 1:50PM MWF SEW 560,3
24104,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=24104,ANTH 365,POLITICS OF REPRESENTATION,"Sharim, Yehuda",2:00PM - 3:15PM MW SEW 307,3
24105,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=24105,ANTH 376,ART AND ACTIVISM,"Sharim, Yehuda",4:00PM - 5:15PM MW SEW 560,3
25036,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=25036,ANTH 396,LAW AND RESISTANCE,"Werth, Robert J.; Ballestero, Andrea",2:00PM - 3:15PM MW RZR 119,3
25020,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=25020,ANTH 397,ANTHROPOLOGY JOURNAL CLUB,"Wool, Zoe H.; Ballestero, Andrea", TBA TBA,1
20758,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20758,ANTH 404,INDEPENDENT STUDY,"Faubion, Jim", TBA TBA,1 TO 9
20201,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=20201,ANTH 404,INDEPENDENT STUDY,"Georges, Eugenia", TBA TBA,1 TO 9
22022,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=22022,ANTH 404,INDEPENDENT STUDY,"Howe, Cymene", TBA TBA,1 TO 9
23454,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=23454,ANTH 404,INDEPENDENT STUDY,"Ballestero, Andrea", TBA TBA,1 TO 9
21519,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201820&p_crn=21519,ANTH 404,INDEPENDENT STUDY,"McIntosh, Susan K.", TBA TBA,1 TO 9
