CRN,URL,Course,Title,Instructors,Course Meeting,Credits
22195,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=22195,AFSC 102,FOUNDATION OF THE USAF II,,"9:00AM - 9:50AM M TBA TBA
4:00PM - 6:00PM W TBA TBA",2
22512,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=22512,AFSC 102,FOUNDATION OF THE USAF II,,"3:00PM - 3:50PM W TBA TBA
4:00PM - 6:00PM W TBA TBA",2
24354,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=24354,AFSC 102,FOUNDATION OF THE USAF II,,"1:00PM - 1:50PM W TBA TBA
4:00PM - 6:00PM W TBA TBA",2
22514,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=22514,AFSC 202,EVOLUTION OF AIR POWER II,,"2:00PM - 2:50PM W TBA TBA
4:00PM - 6:00PM W TBA TBA",2
22515,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=22515,AFSC 202,EVOLUTION OF AIR POWER II,,"8:00AM - 8:50AM F TBA TBA
4:00PM - 6:00PM W TBA TBA",2
22511,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=22511,AFSC 302,AIR FORCE LEADERSHIP STUDY II,,"8:00AM - 10:50AM T TBA TBA
4:00PM - 6:00PM T TBA TBA",3
22516,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=22516,AFSC 302,AIR FORCE LEADERSHIP STUDY II,,"2:00PM - 4:50PM R TBA TBA
4:00PM - 6:00PM W TBA TBA",3
22517,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=22517,AFSC 402,NATIONAL SECURITY AFFAIRS II,,"10:00AM - 12:50PM W TBA TBA
4:00PM - 6:00PM W TBA TBA",3
21107,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=21107,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Pantos, Andrew J.",10:00AM - 10:50AM MWF SEW 301,3
23212,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=23212,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Englebretson, Robert E.",9:25AM - 10:40AM TR HRG 100,3
24068,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201020&p_crn=24068,ANTH 201,INTRO TO SOCIAL/CULTURAL ANTH,"Howe, Cymene",10:50AM - 12:05PM TR SEW 303,3
