CRN,URL,Course,Title,Instructors,Course Meeting,Credits
15707,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15707,AFSC 101,FOUNDATION OF THE USAF I,,"3:00PM - 3:50PM W TBA TBA
4:00PM - 5:59PM W TBA TBA",2
15708,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15708,AFSC 101,FOUNDATION OF THE USAF I,,"9:00AM - 9:50AM M TBA TBA
4:00PM - 5:59PM W TBA TBA",2
15709,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15709,AFSC 201,EVOLUTION OF AIR POWER I,,"2:00PM - 2:50PM W TBA TBA
4:00PM - 5:59PM W TBA TBA",2
15710,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15710,AFSC 201,EVOLUTION OF AIR POWER I,,"8:00AM - 8:50AM M TBA TBA
4:00PM - 5:59PM W TBA TBA",2
15711,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15711,AFSC 301,AIR FORCE LEADERSHIP STUDY I,,"11:30AM - 2:29PM T TBA TBA
4:00PM - 5:59PM W TBA TBA",3
15713,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15713,AFSC 401,NATIONAL SECURITY AFFAIRS I,,"10:00AM - 12:59PM W TBA TBA
4:00PM - 5:59PM W TBA TBA",3
10838,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=10838,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Oko, Christina W.",10:00AM - 10:50AM MWF RYN 201,3
15352,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15352,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Taylor, Christopher M.",1:00PM - 2:15PM TR SEW 309,3
16556,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=16556,ANTH 201,INTRO TO SOCIAL/CULTURAL ANTH,"Mitchell, Beverly M.",2:30PM - 3:45PM TR SEW 301,3
16557,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=16557,ANTH 203,INTRO TO PHYSICAL ANTHROPOLOGY,"Camacho, Shannon Y.",9:25AM - 10:40AM TR HRZ 210,3
17673,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=17673,ANTH 205,INTRO TO ARCHAEOLOGY,"Fleisher, Jeffrey B.",10:50AM - 12:05PM TR DCC 113,3
10895,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=10895,ANTH 300,LINGUISTIC ANALYSIS,"Englebretson, Robert E.",11:00AM - 11:50AM MWF RZR 123,3
10843,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=10843,ANTH 301,PHONETICS,"McGowan, Kevin B.",1:00PM - 2:15PM TR HUM 119,3
17674,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=17674,ANTH 312,AFRICAN PREHISTORY,"Fleisher, Jeffrey B.",2:30PM - 3:45PM TR SEW 303,3
15339,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15339,ANTH 313,LANGUAGE AND CULTURE,"Oko, Christina W.",3:00PM - 3:50PM MWF HUM 328,3
17676,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=17676,ANTH 319,SYMBOLISM AND POWER,"Ranova, Elitza S.",10:50AM - 12:05PM TR BKH 233,3
17678,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=17678,ANTH 343,NEW RELIG MOVEMENTS IN AFRICA,"Bongmba, Elias K.",10:50AM - 12:05PM TR HUM 227,3
18075,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=18075,ANTH 348,ANTHROPOLOGIES OF NATURE,"Ballestero, Andrea",2:30PM - 5:29PM T SEW 305,3
18175,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=18175,ANTH 395,CULTURES AND COMMUNICATION,"Vidart-Delgado, Maria L.",1:00PM - 3:59PM F SEW 562,3
15555,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15555,ANTH 404,INDEPENDENT STUDY,"Faubion, Jim", TBA TBA,1 TO 9
10851,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=10851,ANTH 404,INDEPENDENT STUDY,"Georges, Eugenia", TBA TBA,1 TO 9
15557,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15557,ANTH 404,INDEPENDENT STUDY,"Ballestero, Andrea", TBA TBA,1 TO 9
15560,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15560,ANTH 404,INDEPENDENT STUDY,, TBA TBA,1 TO 9
15561,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15561,ANTH 404,INDEPENDENT STUDY,, TBA TBA,1 TO 9
13398,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=13398,ANTH 404,INDEPENDENT STUDY,"Fleisher, Jeffrey B.", TBA TBA,1 TO 9
17873,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=17873,ANTH 407,LINGUISTIC FIELD METHODS,"Kemmer, Suzanne E.",2:30PM - 3:45PM TR RZR 202,5
17680,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=17680,ANTH 446,ADV BIOMEDICAL ANTHROPOLOGY,"Mitchell, Beverly M.",7:00PM - 10:00PM R SEW 562,3
15529,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15529,ANTH 490,DIRECTED HONORS RESEARCH,"Faubion, Jim", TBA TBA,1 TO 3
10862,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=10862,ANTH 490,DIRECTED HONORS RESEARCH,"Georges, Eugenia", TBA TBA,1 TO 3
15531,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=201310&p_crn=15531,ANTH 490,DIRECTED HONORS RESEARCH,"Ballestero, Andrea", TBA TBA,1 TO 3
