CRN,URL,Course,Title,Instructors,Course Meeting,Credits
30274,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30274,AFSC 381,FIELD TRAINING,, TBA TBA,8
30277,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30277,ANTH 316,CULTURAL ANALYSIS,"Naficy, Nahal",3:00PM - 6:15PM MTWRF RZR 304,3
30297,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30297,ANTH 322,CULTURES AND IDENTITIES,"Ranova, Elitza S.","9:00AM - 12:15PM MW RZR 121
9:00AM - 1:00PM TR RZR 121",3
30215,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30215,ANTH 800,RESEARCH AND THESIS,, TBA TBA,3 TO 9
30321,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30321,ARCH 461,SPECIAL PROJECTS,"Casbarian, John J.", TBA TBA,3 TO 9
30220,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30220,ARCH 700,PRACTICUM,"Casbarian, John J.", TBA TBA,3
30259,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30259,ARTS 432,FILM GENRE: THE WESTERN,"Huberman, Brian M.",7:00PM - 10:00PM TR MED 100,3
30190,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30190,BIOE 342,LABORATORY IN TISSUE CULTURE,"Saterbak, Ann",9:00AM - 4:00PM MTWF TBA TBA,1
30200,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30200,BIOE 405,IND RESEARCH/INTERN PROGRAM,"West, Jennifer L.", TBA TBA,0
30197,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30197,BIOE 410,CLINICAL MEDICAL INTERNSHIP,, TBA TBA,3
30198,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30198,BIOE 415,CLINICAL RESEARCH INTERNSHIP,"Richards-Kortum, Rebecca R.", TBA TBA,3
30262,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30262,BIOE 444,MECHANICAL TESTING LAB MODULE,,9:00AM - 4:00PM MTWR TBA TBA,1
30213,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30213,BIOE 500,GRADUATE RESEARCH,, TBA TBA,1 TO 15
30281,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30281,BIOS 310,IND STUDY FOR BIOC UNDERGRADS,"Phillips, Dereth R.; Braam, Janet", TBA TBA,1 TO 4
30316,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30316,BIOS 310,IND STUDY FOR BIOC UNDERGRADS,"Phillips, Dereth R.; Braam, Janet", TBA TBA,1 TO 4
30317,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30317,BIOS 310,IND STUDY FOR BIOC UNDERGRADS,"Phillips, Dereth R.; Braam, Janet", TBA TBA,1 TO 4
30318,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30318,BIOS 310,IND STUDY FOR BIOC UNDERGRADS,"Phillips, Dereth R.; Braam, Janet", TBA TBA,1 TO 4
30284,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30284,BIOS 320,LABORATORY IN TISSUE CULTURE,,,1
30282,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30282,BIOS 401,UNDERGRADUATE HONORS RESEARCH,,,5
30233,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30233,BIOS 777,VISITING RESEARCH TRAINEE-ECOL,"Siemann, Evan H.", TBA TBA,0
30240,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30240,BIOS 777,VISITING RESEARCH TRAINEE-BIOC,, TBA TBA,0
30219,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30219,BIOS 800,BCB GRADUATE RESEARCH,, TBA TBA,1 TO 15
30241,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30241,BIOS 800,BCB GRADUATE RESEARCH,"Bartel, Bonnie", TBA TBA,1 TO 15
30216,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30216,BIOS 801,EEB GRADUATE RESEARCH,,,1 TO 15
30144,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30144,CAAM 491,INDEPENDENT STUDY,, TBA TBA,1 TO 6
30315,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30315,CAAM 491,INDEPENDENT STUDY,"Hicks, Illya V.", TBA TBA,1 TO 6
30079,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30079,CAAM 591,INDEPENDENT STUDY,,,1 TO 15
30325,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=200830&p_crn=30325,CAAM 777,VISITING RESEARCH TRAINEE,"Cox, Steven J.; Gabbiani, Fabrizio A.", TBA TBA,0
