CRN,URL,Course,Title,Instructors,Course Meeting,Credits
24313,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=24313,AAAS 300,WRITING BLACK LIVES,"Washington, Bryan",2:00PM - 5:30PM T BKH 233,3
25726,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25726,AAAS 510,INTRO TO DIASPORIC STUDIES,"Sidbury, James",2:00PM - 4:30PM W HRG 128,3
24664,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=24664,AAAS 600,AF & AFAM STUDIES COLLOQUIUM,"Pinn, Anthony B.", TBA TBA,0
20431,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=20431,AFSC 102,FOUNDATION OF THE USAF II,,"8:00AM - 8:59AM T OFF CAMPUS
2:30PM - 4:20PM W OFF CAMPUS",2
20432,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=20432,AFSC 102,FOUNDATION OF THE USAF II,,"12:00PM - 12:50PM W OFF CAMPUS
2:30PM - 4:20PM W OFF CAMPUS",2
20433,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=20433,AFSC 202,EVOLUTION OF AIR POWER II,,"9:00AM - 9:59AM T OFF CAMPUS
2:30PM - 4:20PM W OFF CAMPUS",2
20434,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=20434,AFSC 202,EVOLUTION OF AIR POWER II,,"1:00PM - 1:50PM W OFF CAMPUS
2:30PM - 4:20PM W OFF CAMPUS",2
20442,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=20442,AFSC 302,AIR FORCE LEADERSHIP STUDY II,,"8:00AM - 10:59AM W OFF CAMPUS
2:30PM - 4:20PM W OFF CAMPUS",3
20288,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=20288,AFSC 402,NATIONAL SECURITY AFFAIRS II,,"10:00AM - 12:50PM W OFF CAMPUS
2:30PM - 4:20PM W OFF CAMPUS",3
25180,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25180,ANTH 200,INTRO TO STUDY OF LANGUAGE,"Kemmer, Suzanne E.",9:25AM - 10:40AM TR HRG 100,3
25010,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25010,ANTH 201,INTRO TO SOCIAL/CULTURAL ANTH,"Estrella, Amarilys",2:00PM - 3:15PM MW ANH 117,3
25555,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25555,ANTH 302,ANTHROPOLOGICAL THEORY,"Bray, Jessica L.",2:30PM - 4:59PM T SEW 303,3
25584,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25584,ANTH 318,CERAMICS AND SOCIETY,"Morgan, Molly",10:50AM - 12:05PM TR SEW 103,3
25011,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25011,ANTH 341,MUSEUMS AND HERITAGE,"Prendergast, Mary E.; Emami, Farshid",1:00PM - 2:15PM TR SEW 101,3
25423,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25423,ANTH 342,ETHNOGRAPHIES OF CARE,"Fietz, Helena",2:00PM - 3:15PM MW SEW 133,3
25013,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25013,ANTH 362,ARCHAEOLOGICAL FLD TECHNIQUES,"Morgan, Molly",2:30PM - 5:00PM R SEW 103,3
23640,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23640,ANTH 381,MEDICAL ANTHROPOLOGY,"Massie, Victoria M.",10:50AM - 12:05PM TR GRB W211,3
25607,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25607,ANTH 398,ETHNOGRAPHIC RESEARCH,"Gunel, Gokce",4:00PM - 6:30PM M RZR 106,3
25530,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25530,ANTH 404,INDEPENDENT STUDY,"Massie, Victoria M.", TBA TBA,1 TO 9
25531,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25531,ANTH 404,INDEPENDENT STUDY,"Georges, Eugenia", TBA TBA,1 TO 9
23647,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23647,ANTH 404,INDEPENDENT STUDY,"Howe, Cymene", TBA TBA,1 TO 9
25529,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25529,ANTH 404,INDEPENDENT STUDY,"Estrella, Amarilys", TBA TBA,1 TO 9
25532,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25532,ANTH 404,INDEPENDENT STUDY,"Visweswaran, Kamala", TBA TBA,1 TO 9
23648,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23648,ANTH 404,INDEPENDENT STUDY,"Boyer, Dominic C.", TBA TBA,1 TO 9
20419,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=20419,ANTH 404,INDEPENDENT STUDY,"Fleisher, Jeffrey B.", TBA TBA,1 TO 9
23649,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23649,ANTH 404,INDEPENDENT STUDY,"Morgan, Molly", TBA TBA,1 TO 9
23650,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23650,ANTH 404,INDEPENDENT STUDY,"Gunel, Gokce", TBA TBA,1 TO 9
23651,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23651,ANTH 404,INDEPENDENT STUDY,"Prendergast, Mary E.", TBA TBA,1 TO 9
25608,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25608,ANTH 422,INFRASTRUCTURES AND POWER,"Gunel, Gokce",4:00PM - 6:30PM T RZR 106,3
25432,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25432,ANTH 444,CULTURE AND MENTAL ILLNESS,"Fietz, Helena",10:00AM - 10:50AM MWF ABL 130,3
25534,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25534,ANTH 491,DIRECTED HONORS RESEARCH,"Massie, Victoria M.", TBA TBA,3
25535,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25535,ANTH 491,DIRECTED HONORS RESEARCH,"Georges, Eugenia", TBA TBA,3
23654,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23654,ANTH 491,DIRECTED HONORS RESEARCH,"Howe, Cymene", TBA TBA,3
25533,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25533,ANTH 491,DIRECTED HONORS RESEARCH,"Estrella, Amarilys", TBA TBA,3
25536,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=25536,ANTH 491,DIRECTED HONORS RESEARCH,"Visweswaran, Kamala", TBA TBA,3
23655,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23655,ANTH 491,DIRECTED HONORS RESEARCH,"Boyer, Dominic C.", TBA TBA,3
20420,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=20420,ANTH 491,DIRECTED HONORS RESEARCH,"Fleisher, Jeffrey B.", TBA TBA,3
23656,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23656,ANTH 491,DIRECTED HONORS RESEARCH,"Morgan, Molly", TBA TBA,3
23657,/courses/!SWKSCAT.cat?p_action=COURSE&p_term=202220&p_crn=23657,ANTH 491,DIRECTED HONORS RESEARCH,"Gunel, Gokce", TBA TBA,3
