Course,URL,Title,Distribution Group,Analyzing Diversity,Credits
HIST 490,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=490&p_subj=HIST,COLONIAL MODERNITY: EAST ASIA,,,3
HIST 491,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=491&p_subj=HIST,MIDDLE EAST SECTARIANISM,,,3
HIST 492,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=492&p_subj=HIST,GENDER HISTORIES: MODERN CHINA,,,3
HIST 493,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=493&p_subj=HIST,EARLY MODERN ISLAMIC EMPIRES,,,3
HIST 494,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=494&p_subj=HIST,MUGHAL HISTORY,,,3
HIST 495,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=495&p_subj=HIST,MODERNIZATION OF CHINA & JAPAN,,,3
HIST 496,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=496&p_subj=HIST,THE HAITIAN REVOLUTION,,,3
HIST 498,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=498&p_subj=HIST,PROJECTS AFRO-AMERICAN HISTORY,,,3
HIST 509,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=509&p_subj=HIST,DIRECTED READINGS,,,4
HIST 510,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=510&p_subj=HIST,DIRECTED READINGS,,,4
HIST 528,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=528&p_subj=HIST,CHINA'S CULTURAL REVOLUTIONS,,,4
HIST 530,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=530&p_subj=HIST,"SOCIAL SCIENCE, GLOBAL HISTORY",,,4
HIST 534,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=534&p_subj=HIST,CIVILIZING MISSIONS,,,4
HIST 535,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=535&p_subj=HIST,"RACE, RELIGION & DIFFERENCE",,,4
HIST 536,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=536&p_subj=HIST,AMERICA & THE WORLD,,,4
HIST 539,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=539&p_subj=HIST,ORIGINS OF AFRO AMERICA,,,4
HIST 540,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=540&p_subj=HIST,INDUSTRIALIZING AMERICA,,,4
HIST 543,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=543&p_subj=HIST,TOPICS MODERN EUROPEAN HISTORY,,,4
HIST 544,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=544&p_subj=HIST,MAX WEBER,,,4
HIST 545,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=545&p_subj=HIST,WOMEN & GENDER: EUR & BEYOND,,,4
HIST 546,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=546&p_subj=HIST,KARL MARX IN CONTEXT,,,4
HIST 547,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=547&p_subj=HIST,THE WEIMAR REPUBLIC,,,4
HIST 550,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=550&p_subj=HIST,MAIN ISSUES: CARIBBEAN HISTORY,,,4
HIST 553,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=553&p_subj=HIST,HUMAN RIGHTS,,,4
HIST 556,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=556&p_subj=HIST,NATIONALISM,,,4
HIST 560,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=560&p_subj=HIST,AFRICAN AMERICAN STUDIES,,,4
HIST 561,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=561&p_subj=HIST,TOPICS EUR INTELLECTUAL HISTRY,,,4
HIST 565,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=565&p_subj=HIST,THE ATLANTIC WORLD,,,4
HIST 566,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=566&p_subj=HIST,"NORTH AMERICA, 1500-1800",,,4
HIST 567,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=567&p_subj=HIST,RACE IN EARLY AMERICA,,,4
HIST 568,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=568&p_subj=HIST,POST-1945 U.S. HISTORY,,,4
HIST 572,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=572&p_subj=HIST,AMERICA IN THE MIDDLE EAST,,,4
HIST 575,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=575&p_subj=HIST,INTRO DOCTORAL STUDIES,,,4
HIST 577,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=577&p_subj=HIST,PEDAGOGY SEMINAR,,,2
HIST 579,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=579&p_subj=HIST,COLONIAL LATIN AMERICA,,,4
HIST 580,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=580&p_subj=HIST,THE LUSO-ATLANTIC WORLD,,,4
HIST 582,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=582&p_subj=HIST,BRITISH & IMPERIAL HISTORY,,,4
HIST 583,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=583&p_subj=HIST,SOUTHERN HISTORY,,,4
HIST 584,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=584&p_subj=HIST,"THE EARLY SOUTH, 1600-1800",,,4
HIST 586,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=586&p_subj=HIST,U.S. LEGAL HISTORY,,,4
HIST 587,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=587&p_subj=HIST,METHODS/U.S. CULTURAL HISTORY,,,4
HIST 588,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=588&p_subj=HIST,19TH CENTURY AMERICA,,,4
HIST 590,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=590&p_subj=HIST,INTRODUCTION TO WORLD HISTORY,,,4
HIST 591,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=591&p_subj=HIST,GRADUATE READING,,,1
HIST 595,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=595&p_subj=HIST,THE AMERICAN SOUTH,,,4
HIST 597,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=597&p_subj=HIST,AFRICAN SLAVERY,,,4
HIST 599,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=599&p_subj=HIST,ADVANCED MUSEUM STUDIES,,,4
HIST 601,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=601&p_subj=HIST,MASTER'S THESIS RESEARCH,,,4
HIST 602,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=602&p_subj=HIST,MASTER'S THESIS RESEARCH,,,4
HIST 800,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=800&p_subj=HIST,PH.D. RESEARCH,,,9 TO 12
HONS 470,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=470&p_subj=HONS,UNDERGRAD SCHOLARS PROGRAM,,,1 TO 3
HONS 471,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=471&p_subj=HONS,UNDERGRAD SCHOLARS PROGRAM,,,1 TO 6
HUMA 101,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=101&p_subj=HUMA,ANCIENT GREECE TO MED ISLAM,Distribution Group I,,3
HUMA 102,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=102&p_subj=HUMA,RENAISSANCE TO PRESENT,Distribution Group I,,3
HUMA 103,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=103&p_subj=HUMA,LIBERTY&TERROR: FRENCH REVOLUT,Distribution Group I,,3
HUMA 104,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=104&p_subj=HUMA,TRANSCULTURAL ENCOUNTERS,Distribution Group I,,3
HUMA 107,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=107&p_subj=HUMA,GREEK CIVILIZATION & LEGACY,Distribution Group I,,3
HUMA 108,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=108&p_subj=HUMA,LATE MEDIEVAL & RENAISSANCE,Distribution Group I,,3
HUMA 111,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=111&p_subj=HUMA,ROMAN CIVILIZATION &ITS LEGACY,Distribution Group I,,3
HUMA 200,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=200&p_subj=HUMA,INTRO TO MEDICAL HUMANITIES,Distribution Group I,,3
HUMA 201,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=201&p_subj=HUMA,PUBLIC SPEAKING,,,3
HUMA 210,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=210&p_subj=HUMA,FORENSICS PRACTICUM,,,1
HUMA 212,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=212&p_subj=HUMA,CAREER AND LIFE OPTIONS,,,1
HUMA 235,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=235&p_subj=HUMA,THE WORLD AND THE WEST,Distribution Group I,,3
HUMA 240,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=240&p_subj=HUMA,ENGINEERING ART CONSERVATION,,,3
HUMA 261,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=261&p_subj=HUMA,COMPLEMENTARY&ALTERNATIVE MED,Distribution Group I,,3
HUMA 262,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=262&p_subj=HUMA,PLURALISM AND BIOMEDICINE,Distribution Group I,,3
HUMA 265,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=265&p_subj=HUMA,PORTRAIT OF AMERICAN PHYSICIAN,Distribution Group I,,3
HUMA 270,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=270&p_subj=HUMA,SEPHARDIC JEWS & DIASPORA,Distribution Group I,,3
HUMA 280,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=280&p_subj=HUMA,"POVERTY, JUSTICE, CAPABILITIES",Distribution Group I,,3
HUMA 295,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=295&p_subj=HUMA,CAREERS THRU INTERNSHIP,,,1 TO 3
HUMA 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=301&p_subj=HUMA,RHETORICAL CRITICISM,,,3
HUMA 302,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=302&p_subj=HUMA,RHETORICAL THEORY,,,3
HUMA 303,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=303&p_subj=HUMA,PERSUASION&POLITICAL RHETORIC,,,3
HUMA 305,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=305&p_subj=HUMA,ADVANCED PUBLIC SPEAKING,,,3
HUMA 306,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=306&p_subj=HUMA,RHETORIC OF SCIENCE/TECHNOLOGY,,,3
HUMA 308,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=308&p_subj=HUMA,BUSINESS&PROFESSIONAL SPEAKING,,,3
HUMA 309,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=309&p_subj=HUMA,ARGUMENTATION & DEBATE,,,3
HUMA 310,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=310&p_subj=HUMA,ADVANCED FORENSICS PRACTICUM,,,1
HUMA 311,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=311&p_subj=HUMA,RHETORIC OF LEADERSHIP,,,3
HUMA 312,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=312&p_subj=HUMA,FOUNDATIONS OF LEADERSHIP,Distribution Group I,,3
HUMA 321,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=321&p_subj=HUMA,EUROPEAN WOMEN FILMMAKERS,Distribution Group I,,3
HUMA 322,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=322&p_subj=HUMA,"MARX, FREUD, EINSTEIN",Distribution Group I,,3
HUMA 324,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=324&p_subj=HUMA,"BERLIN-RESIDENCE,METRO,CAPITAL",Distribution Group I,,3
HUMA 328,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=328&p_subj=HUMA,GERMAN ADAPTATIONS: TEXT-FILM,Distribution Group I,,3
HUMA 329,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=329&p_subj=HUMA,LIT OF HOLOCAUST & EXILE,,,3
HUMA 340,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=340&p_subj=HUMA,WALTER BENJAMIN,,,3
HUMA 344,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=344&p_subj=HUMA,KOREAN LITERATURE AND CULTURE,,,3
HUMA 372,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=372&p_subj=HUMA,GERMAN FAIRY TALE: OLD & NEW,Distribution Group I,,3
HUMA 373,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=373&p_subj=HUMA,NEW GERM FILM: HITLER'S CINEMA,Distribution Group I,,3
HUMA 421,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=421&p_subj=HUMA,MEDICAL HUMANITIES RESEARCH I,,,3
HUMA 422,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=422&p_subj=HUMA,MEDICAL HUMANITIES RESEARCH II,,,3
HURC 101,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=101&p_subj=HURC,JETT-MOELLER RESEARCH INTRO,,,1
HURC 200,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=200&p_subj=HURC,INTRO TO MEDICAL HUMANITIES,Distribution Group I,,3
HURC 202,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=202&p_subj=HURC,MEDICINE AND RELIGION,,,3
HURC 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=301&p_subj=HURC,HRC UNDERGRADUATE FELLOWSHIP,,,1
HURC 401,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=401&p_subj=HURC,MASTER CLASS,,,1
HURC 501,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=501&p_subj=HURC,HRC MELLON RESEARCH SEMINAR,,,3
HURC 502,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=502&p_subj=HURC,MAPPING DEATH,,,1
HURC 601,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=601&p_subj=HURC,HRC MASTER CLASS,,,1
ITAL 101,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=101&p_subj=ITAL,ELEM ITALIAN I: LANG & CULTURE,,,4
ITAL 102,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=102&p_subj=ITAL,ELEM ITAL II: LANG & CULTURE,,,4
ITAL 201,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=201&p_subj=ITAL,INTERMED ITAL I: LANG & CULTUR,Distribution Group I,,4
ITAL 202,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=202&p_subj=ITAL,INTITAL II: LANG & CULTURE,Distribution Group I,,4
ITAL 222,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=222&p_subj=ITAL,AP/OTH CREDIT ITALIAN LANGUAGE,,,4
ITAL 223,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=223&p_subj=ITAL,AP/OTH CREDIT ITALIAN LANGUAGE,,,4
ITAL 249,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=249&p_subj=ITAL,"ITALIAN LANG., LIT., & MUSIC",,,4
ITAL 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=301&p_subj=ITAL,ADVANCED ITALIAN,Distribution Group I,,3
ITAL 302,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=302&p_subj=ITAL,ADVANCED ITALIAN II,,,3
ITAL 309,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=309&p_subj=ITAL,ITALY THROUGH CINEMA & LIT,,,3
ITAL 310,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=310&p_subj=ITAL,STARS OF ITALIAN CINEMA,,,3
ITAL 320,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=320&p_subj=ITAL,ITALIAN CULTURE AND COMMUNITY,,,3
ITAL 330,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=330&p_subj=ITAL,MADONNAS & DIVAS:ITALIAN WOMEN,Distribution Group I,,3 TO 4
ITAL 499,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=499&p_subj=ITAL,INDEPENDENT SUDY,,,1 TO 3
JAPA 101,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=101&p_subj=JAPA,INTRODUCTION TO JAPANESE I,,,4
JAPA 102,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=102&p_subj=JAPA,INTRODUCTION TO JAPANESE II,,,4
JAPA 201,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=201&p_subj=JAPA,INTERMEDIATE JAPANESE I,Distribution Group I,,4
JAPA 202,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=202&p_subj=JAPA,INTERMEDIATE JAPANESE II,Distribution Group I,,4
JAPA 222,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=222&p_subj=JAPA,AP/OTH CREDIT JAPANESE LANG.,,,4
JAPA 223,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=223&p_subj=JAPA,AP/OTH CREDIT JAPANESE LANG.,,,4
JAPA 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=301&p_subj=JAPA,ADV JAPANESE READING & COMP I,Distribution Group I,,3
JAPA 302,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=302&p_subj=JAPA,ADV JAPANESE READING & COMP II,Distribution Group I,,3
JAPA 370,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=370&p_subj=JAPA,STRUCTURE OF JAPANESE,Distribution Group I,,3
JAPA 398,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=398&p_subj=JAPA,JAPANESE TEACHING PRACTICUM,,,3
JAPA 399,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=399&p_subj=JAPA,JAPANESE TEACHING PRACTICUM,,,3
JAPA 425,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=425&p_subj=JAPA,NANO-JAPANESE,,,1
JAPA 498,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=498&p_subj=JAPA,INDEPENDENT STUDY,,,1 TO 6
JAPA 499,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=499&p_subj=JAPA,INDEPENDENT STUDY,,,1 TO 6
KECK 501,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=501&p_subj=KECK,HEALTH INFORMATION SCIENCES I,,,3
KECK 502,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=502&p_subj=KECK,HEALTH INFORMATION SCIENCES II,,,3
KECK 592,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=592&p_subj=KECK,SEMINAR IN COMPUTATIONAL BIOL,,,1
KINE 120,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=120&p_subj=KINE,FOUNDATIONS OF KINESIOLOGY,,,3
KINE 205,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=205&p_subj=KINE,SOCIOLOGY OF SPORT,,,3
KINE 300,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=300&p_subj=KINE,HUMAN ANATOMY,,,3
KINE 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=301&p_subj=KINE,HUMAN PHYSIOLOGY,,,3
KINE 302,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=302&p_subj=KINE,BIOMECHANICS,,,3
KINE 310,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=310&p_subj=KINE,PSYC OF SPORT & EXERCISE,,,3
KINE 311,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=311&p_subj=KINE,MOTOR LEARNING,,,3
KINE 319,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=319&p_subj=KINE,INTRO TO MEASUREMENT AND STATS,,,3
KINE 321,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=321&p_subj=KINE,EXERCISE PHYSIOLOGY,,,3
KINE 323,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=323&p_subj=KINE,EXERCISE PHYSIOLOGY LABORATORY,,,1
KINE 325,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=325&p_subj=KINE,MOTOR LEARNING LAB,,,1
KINE 341,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=341&p_subj=KINE,MANAGEMENT OF CHRONIC DISEASE,,,3
KINE 351,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=351&p_subj=KINE,HUMAN ANATOMY LAB,,,1
KINE 375,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=375&p_subj=KINE,SPORTS MEDICINE INTERNSHIP,,,1 TO 3
KINE 403,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=403&p_subj=KINE,SPORTS NUTRITION,,,3
KINE 410,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=410&p_subj=KINE,CASE STUDIES IN PERFORMANCE,,,3
KINE 412,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=412&p_subj=KINE,MOTOR CONTROL,,,3
KINE 421,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=421&p_subj=KINE,ADV TOPICS IN EX PHYS & MED,,,3
KINE 440,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=440&p_subj=KINE,RESEARCH METHODS,,,3
KINE 441,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=441&p_subj=KINE,MUSCLE PHYSIOLOGY&PLASTICITY,,,3
KINE 490,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=490&p_subj=KINE,SEMINAR IN SPORTS MEDICINE,,,3
KINE 495,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=495&p_subj=KINE,INDEPENDENT STUDY,,,1 TO 3
KINE 496,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=496&p_subj=KINE,INDEPENDENT STUDY,,,1 TO 3
KINE 498,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=498&p_subj=KINE,SPECIAL TOPICS,,,1 TO 3
KINE 499,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=499&p_subj=KINE,TEACHING PRACTICUM,,,1 TO 3
KORE 101,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=101&p_subj=KORE,INTRODUCTION TO KOREAN I,,,4
KORE 102,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=102&p_subj=KORE,INTRODUCTION TO KOREAN II,,,4
KORE 201,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=201&p_subj=KORE,INTERMEDIATE KOREAN I,Distribution Group I,,4
KORE 202,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=202&p_subj=KORE,INTERMEDIATE KOREAN II,Distribution Group I,,4
KORE 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=301&p_subj=KORE,SELECTED READING & TRANSLATION,Distribution Group I,,3
