Course,URL,Title,Distribution Group,Analyzing Diversity,Credits
CAAM 654,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=654&p_subj=CAAM,TOPICS IN OPTIMIZATION,,,3
CAAM 664,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=664&p_subj=CAAM,TOPICS NONLINEAR PROGRAMMING,,,3
CAAM 698,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=698&p_subj=CAAM,RESEARCH THEMES IN MATH. SCI.,,,1 TO 3
CAAM 699,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=699&p_subj=CAAM,MATH SCIENCES VIGRE SEMINAR,,,1 TO 9
CAAM 777,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=777&p_subj=CAAM,VISITING RESEARCH TRAINEE,,,0
CAAM 800,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=800&p_subj=CAAM,THESIS,,,1 TO 15
CEVE 100,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=100&p_subj=CEVE,AP/OTH CR ENVIRONMENTL SCIENCE,,,3
CEVE 101,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=101&p_subj=CEVE,FUNDAMENTAL OF CIVIL & ENVIR E,,,3
CEVE 201,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=201&p_subj=CEVE,URBAN & ENVIRONMENTAL SYSTEMS,Distribution Group III,,4
CEVE 211,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=211&p_subj=CEVE,ENGINEERING MECHANICS,,,3
CEVE 302,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=302&p_subj=CEVE,SUSTAINABLE DESIGN,,,3
CEVE 304,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=304&p_subj=CEVE,STRUCTURAL ANALYSIS I,,,3
CEVE 307,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=307&p_subj=CEVE,ENERGY AND THE ENVIRONMENT,,,3
CEVE 308,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=308&p_subj=CEVE,AIR POLLUTION CONTROL,,,3
CEVE 310,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=310&p_subj=CEVE,PRINCIPLES OF ENVI ENGINEERING,,,3
CEVE 311,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=311&p_subj=CEVE,MECHANICS OF SOLIDS,,,3
CEVE 312,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=312&p_subj=CEVE,STRENGTH OF MATERIALS LAB,,,1
CEVE 313,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=313&p_subj=CEVE,UNCERT & RISK IN URBAN INFRAST,Distribution Group III,,3
CEVE 314,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=314&p_subj=CEVE,SUST WTR PURIF FOR DEV WORLD,,,1
CEVE 320,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=320&p_subj=CEVE,ETHICS & ENGINRNG LEADERSHIP,,,3
CEVE 322,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=322&p_subj=CEVE,ENGINEERING ECONOMICS,,,3
CEVE 325,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=325&p_subj=CEVE,MEASURING SUSTAINABILITY: HOU,,,3
CEVE 334,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=334&p_subj=CEVE,BUILDING WORKSHOP II,,,3
CEVE 363,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=363&p_subj=CEVE,APPLIED FLUID MECHANICS,,,3
CEVE 400,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=400&p_subj=CEVE,ADV MECHANICS OF MATERIALS,,,3
CEVE 401,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=401&p_subj=CEVE,ENVIRONMENTAL CHEMISTRY,,,4
CEVE 404,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=404&p_subj=CEVE,ATMOSPHERIC PARTICULATE MATTER,,,3
CEVE 405,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=405&p_subj=CEVE,STEEL DESIGN,,,3
CEVE 406,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=406&p_subj=CEVE,INTRO TO ENVIRONMENTAL LAW,,,3
CEVE 407,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=407&p_subj=CEVE,REINFORCED CONCRETE DESIGN,,,3
CEVE 408,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=408&p_subj=CEVE,CONCRETE LABORATORY,,,1
CEVE 411,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=411&p_subj=CEVE,ATMOSPHERIC PROCESSES,,,3
CEVE 412,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=412&p_subj=CEVE,HYDROLOGY & WATERSHED ANALYSIS,,,3
CEVE 415,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=415&p_subj=CEVE,WATER RESOURCES PLANNING,,,3
CEVE 417,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=417&p_subj=CEVE,FINITE ELEMENT ANALYSIS,,,3
CEVE 418,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=418&p_subj=CEVE,QUANTITATIVE HYDROGEOLOGY,,,3
CEVE 427,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=427&p_subj=CEVE,MATRIX METH IN STRUCTURAL MECH,,,3
CEVE 434,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=434&p_subj=CEVE,FATE/TRANSPORT OF CONTAMINANTS,,,3
CEVE 450,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=450&p_subj=CEVE,REMOTE SENSING,,,3
CEVE 452,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=452&p_subj=CEVE,URBAN TRANSPORTATION SYSTEMS,,,3
CEVE 453,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=453&p_subj=CEVE,GEOGRAPHIC INFORMATION SCIENCE,,,3
CEVE 454,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=454&p_subj=CEVE,COMPUTATIONAL FLUID MECHANICS,,,3
CEVE 455,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=455&p_subj=CEVE,NUMERICAL METHODS FOR PDES,,,3
CEVE 460,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=460&p_subj=CEVE,BRIDGE ENG. & EXTREME EVENTS,,,3
CEVE 470,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=470&p_subj=CEVE,PRINCIPLES OF SOIL MECHANICS,,,4
CEVE 476,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=476&p_subj=CEVE,STRUCTURAL DYNAMIC SYSTEMS,,,3
CEVE 479,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=479&p_subj=CEVE,ENGINEERING PROJECT DEV & MGMT,,,3
CEVE 480,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=480&p_subj=CEVE,SENIOR DESIGN,,,3
CEVE 481,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=481&p_subj=CEVE,INTRODUCTION TO SENIOR DESIGN,,,1
CEVE 484,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=484&p_subj=CEVE,ENVIRON RISK ASSESS&HUMAN HLTH,,,3
CEVE 490,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=490&p_subj=CEVE,SPECIAL STUDY AND RESEARCH,,,1 TO 12
CEVE 492,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=492&p_subj=CEVE,RELIABILITY OF URBAN SYSTEMS,,,3
CEVE 496,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=496&p_subj=CEVE,OFFSHORE AND MARINE SYSTEMS,,,3
CEVE 499,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=499&p_subj=CEVE,SPECIAL TOPICS,,,1 TO 12
CEVE 500,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=500&p_subj=CEVE,ADV MECHANICS OF MATERIALS,,,3
CEVE 501,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=501&p_subj=CEVE,ENVIRONMENTAL CHEMISTRY,,,3
CEVE 502,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=502&p_subj=CEVE,SUSTAINABLE DESIGN,,,3
CEVE 503,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=503&p_subj=CEVE,NONLINEAR FEM,,,3
CEVE 504,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=504&p_subj=CEVE,ATMOSPHERIC PARTICULATE MATTER,,,3
CEVE 505,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=505&p_subj=CEVE,ENGINEERING PROJECT DEV & MGMT,,,3
CEVE 508,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=508&p_subj=CEVE,INTRO TO AIR POLLUTION CONTROL,,,3
CEVE 510,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=510&p_subj=CEVE,PRINCIPLES OF ENVI ENGINEERING,,,3
CEVE 511,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=511&p_subj=CEVE,ATMOSPHERIC PROCESSES,,,3
CEVE 512,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=512&p_subj=CEVE,HYDROLOGIC DESIGN LAB,,,3
CEVE 513,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=513&p_subj=CEVE,THEORY OF ELASTICITY,,,3
CEVE 515,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=515&p_subj=CEVE,WATER RESOURCES PLANNING,,,3
CEVE 518,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=518&p_subj=CEVE,CONTAMINANT HYDROGEOLOGY,,,3
CEVE 519,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=519&p_subj=CEVE,ELASTICITY/PLASTICITY/DAMAGE,,,3
CEVE 520,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=520&p_subj=CEVE,REMEDIATION TECHNOLOGIES,,,3
CEVE 524,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=524&p_subj=CEVE,RELIABILITY MODELING,,,3
CEVE 527,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=527&p_subj=CEVE,COMP METHODS STRUCTURAL MECH,,,3
CEVE 528,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=528&p_subj=CEVE,ENGINEERING ECONOMICS,,,3
CEVE 529,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=529&p_subj=CEVE,ETHICS & ENGINRNG LEADERSHIP,,,3
CEVE 530,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=530&p_subj=CEVE,CONCRETE BUILDING DESIGN,,,3
CEVE 531,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=531&p_subj=CEVE,BEHAVIOR/REINFORCED CONCRETE,,,3
CEVE 533,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=533&p_subj=CEVE,NANOSCIENCE & NANOTECHNOLOGY,,,3
CEVE 534,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=534&p_subj=CEVE,FATE/TRANSPORT OF CONTAMINANTS,,,3
CEVE 535,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=535&p_subj=CEVE,PHYS CHEM PROC WATER QUAL CTRL,,,3
CEVE 536,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=536&p_subj=CEVE,ENVIRONMENTAL BIOTECHNOLOGY,,,3
CEVE 538,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=538&p_subj=CEVE,COMPUTATIONAL NANOSCIENCE,,,3
CEVE 540,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=540&p_subj=CEVE,STEEL BUILDING DESIGN,,,3
CEVE 550,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=550&p_subj=CEVE,ENVIRONMENTAL ORGANIC CHEM,,,3
CEVE 554,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=554&p_subj=CEVE,COMPUTATIONAL FLUID MECHANICS,,,3
CEVE 560,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=560&p_subj=CEVE,BRIDGE ENG. & EXTREME EVENTS,,,3
CEVE 570,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=570&p_subj=CEVE,FOUNDATION ENGINEERING,,,3
CEVE 576,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=576&p_subj=CEVE,STRUCTURAL DYNAMICS & CONTROL,,,3
CEVE 578,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=578&p_subj=CEVE,EARTHQUAKE ENGINEERING,,,3
CEVE 580,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=580&p_subj=CEVE,MOLECULAR BIOLOGY METHODS,,,3 TO 4
CEVE 590,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=590&p_subj=CEVE,MCEE SPECIAL STUDY,,,3
CEVE 592,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=592&p_subj=CEVE,RELIABILITY OF URBAN SYSTEMS,,,3
CEVE 596,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=596&p_subj=CEVE,OFFSHORE AND MARINE SYSTEMS,,,3
CEVE 599,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=599&p_subj=CEVE,SPECIAL TOPICS,,,1 TO 3
CEVE 601,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=601&p_subj=CEVE,SEMINAR,,,1
CEVE 602,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=602&p_subj=CEVE,SEMINAR,,,1
CEVE 611,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=611&p_subj=CEVE,ADVANCED TOPICS: AIR POLLUTION,,,3
CEVE 630,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=630&p_subj=CEVE,MEMBRANE PROC & SPECIAL TOPICS,,,3
CEVE 635,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=635&p_subj=CEVE,ADV TOPICS: WATER CHEMISTRY,,,1 TO 12
CEVE 636,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=636&p_subj=CEVE,ADV TOPICS IN BIOREMEDIATION,,,3
CEVE 640,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=640&p_subj=CEVE,ADV TOPICS/ENVIRONMENTAL ENG,,,1 TO 12
CEVE 641,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=641&p_subj=CEVE,ADV TOPICS/ENVIRONMENTAL ENG,,,1 TO 12
CEVE 651,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=651&p_subj=CEVE,M.S. RESEARCH AND THESIS,,,1 TO 15
CEVE 652,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=652&p_subj=CEVE,M.S. RESEARCH AND THESIS,,,1 TO 15
CEVE 654,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=654&p_subj=CEVE,ADV COMPUTATIONAL MECHANICS,,,3
CEVE 678,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=678&p_subj=CEVE,ADV STOCHASTIC MECHANICS,,,3
CEVE 679,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=679&p_subj=CEVE,APPLIED MONTE CARLO ANALYSIS,,,3
CEVE 684,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=684&p_subj=CEVE,ENVIRON RISK ASSESS&HUMAN HLTH,,,3
CEVE 699,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=699&p_subj=CEVE,SPECIAL PROBLEMS,,,3
CEVE 800,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=800&p_subj=CEVE,PH.D. RESEARCH AND THESIS,,,1 TO 15
CEVE 801,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=801&p_subj=CEVE,PHD RESEARCH AND THESIS,,,1 TO 15
CHBE 100,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=100&p_subj=CHBE,INTRO TO CHEM&BIOMOLECULAR ENG,,,1
CHBE 281,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=281&p_subj=CHBE,ENGRG SUSTAINABLE COMMUNITIES,,,3
CHBE 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=301&p_subj=CHBE,CHEMICAL ENGR FUNDAMENTALS,,,3
CHBE 303,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=303&p_subj=CHBE,COMP PROGRAMMING IN CHEM ENG,,,1
CHBE 305,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=305&p_subj=CHBE,COMP METHODS CHEMICAL ENGIN,,,3
CHBE 310,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=310&p_subj=CHBE,INTRO BIOMOLECULAR ENGINEERING,,,3
CHBE 343,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=343&p_subj=CHBE,CHEMICAL ENGINEERING LAB I,,,3
CHBE 381,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=381&p_subj=CHBE,ICT DESIGNS -SUSTAINABLE WORLD,,,3
CHBE 382,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=382&p_subj=CHBE,INNOVATION & SUSTAINABILITY,,,3
CHBE 390,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=390&p_subj=CHBE,KINETICS & REACTOR DESIGN,,,3
CHBE 401,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=401&p_subj=CHBE,TRANSPORT PHENOMENA I,,,3
CHBE 402,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=402&p_subj=CHBE,TRANSPORT PHENOMENA II,,,3
CHBE 403,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=403&p_subj=CHBE,DESIGN FUNDAMENTALS,,,4
CHBE 404,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=404&p_subj=CHBE,PRODUCT AND PROCESS DESIGN,,,4
CHBE 411,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=411&p_subj=CHBE,THERMODYNAMICS I,,,3
CHBE 412,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=412&p_subj=CHBE,THERMODYNAMICS II,,,3
CHBE 420,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=420&p_subj=CHBE,BIOSYSTEMS TRANSPORT&REACTION,,,3
CHBE 443,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=443&p_subj=CHBE,CHEMICAL ENGINEERING LAB II,,,2
CHBE 460,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=460&p_subj=CHBE,BIOCHEMICAL ENGINEERING,,,3
CHBE 470,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=470&p_subj=CHBE,PROCESS DYNAMICS & CONTROL,,,3
CHBE 500,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=500&p_subj=CHBE,UNDERGRADUATE RESEARCH,,,1 TO 6
CHBE 501,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=501&p_subj=CHBE,FLUID MECH & TRANSPORT PROCS,,,3
CHBE 510,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=510&p_subj=CHBE,INTRO BIOMOLECULAR ENGINEERING,,,3
CHBE 540,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=540&p_subj=CHBE,STATISTICAL MECHANICS,,,3
CHBE 560,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=560&p_subj=CHBE,COLLOID/INTERFACIAL PHENOMENA,,,3
CHBE 571,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=571&p_subj=CHBE,FLOW&TRANSPRT POROUS MEDIA I,,,3
CHBE 580,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=580&p_subj=CHBE,PROTEIN ENGINEERING,,,3
CHBE 582,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=582&p_subj=CHBE,INNOVATION & SUSTAINABILITY,,,3
CHBE 590,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=590&p_subj=CHBE,ADV REACTION ENGRG,,,3
CHBE 593,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=593&p_subj=CHBE,POLYMER PHYSICS,,,3
CHBE 594,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=594&p_subj=CHBE,PROPERTIES OF POLYMERS,,,3
CHBE 597,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=597&p_subj=CHBE,POLYMER NANOCOMPOSITES,,,3
CHBE 600,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=600&p_subj=CHBE,MASTER CHEM ENGINEER RESEARCH,,,1 TO 12
CHBE 602,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=602&p_subj=CHBE,PHYSICO-CHEMICAL HYDRODYNAMICS,,,3
CHBE 603,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=603&p_subj=CHBE,RHEOLOGY,,,3
CHBE 605,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=605&p_subj=CHBE,TEACHING ASSISTANT,,,1
CHBE 606,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=606&p_subj=CHBE,DEAN'S TEACHING ASSISTANT,,,1
CHBE 611,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=611&p_subj=CHBE,ADVANCED TOPICS-THERMODYNAMICS,,,3
CHBE 615,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=615&p_subj=CHBE,APPL MOLEC SIMULATN&STAT MECH,,,3
CHBE 620,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=620&p_subj=CHBE,TISSUE ENGINEERING,,,3
CHBE 630,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=630&p_subj=CHBE,CHEM ENG NANOSTRUCTURE MATRLS,,,3
CHBE 640,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=640&p_subj=CHBE,METABOLIC ENGINEERING,,,3
CHBE 661,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=661&p_subj=CHBE,GRADUATE SEMINAR,,,1
CHBE 662,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=662&p_subj=CHBE,GRADUATE SEMINAR,,,1
CHBE 671,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=671&p_subj=CHBE,FLOW&TRANSPORT POROUS MEDIA II,,,3
CHBE 682,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=682&p_subj=CHBE,SYS BIO OF HUMAN DISEASES,,,3
CHBE 692,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=692&p_subj=CHBE,NUMERIC METH DIFF EQUATIONS,,,3
CHBE 700,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=700&p_subj=CHBE,M.S. RESEARCH AND THESIS,,,1 TO 15
CHBE 720,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=720&p_subj=CHBE,SPECIAL TOPICS CHEM ENGRG I,,,1 TO 15
CHBE 760,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2012&p_crse_numb=760&p_subj=CHBE,BAYLOR/RICE MD/PHD PROGRAM,,,1 TO 15
