Course,URL,Title,Distribution Group,Analyzing Diversity,Credits
EBIO 317,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=317&p_subj=EBIO,LAB MODULE IN BEHAVIOR,,,1
EBIO 319,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=319&p_subj=EBIO,TROPICAL FIELD BIOLOGY,Distribution Group III,,2
EBIO 320,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=320&p_subj=EBIO,BRAZILIAN WETLANDS LAB,Distribution Group III,,2
EBIO 321,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=321&p_subj=EBIO,ANIMAL BEHAVIOR,Distribution Group III,,3
EBIO 323,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=323&p_subj=EBIO,CONSERVATION BIOLOGY,Distribution Group III,,3
EBIO 324,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=324&p_subj=EBIO,CONSERVATION BIOLOGY LAB,,,1
EBIO 325,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=325&p_subj=EBIO,ECOLOGY,Distribution Group III,,3
EBIO 326,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=326&p_subj=EBIO,INSECT BIOLOGY,Distribution Group III,,3
EBIO 327,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=327&p_subj=EBIO,BIOLOGICAL DIVERSITY,,,1
EBIO 328,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=328&p_subj=EBIO,EVOLUTION OF GENES & GENOMES,Distribution Group III,,3
EBIO 329,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=329&p_subj=EBIO,ANIMAL BIOLOGY AND PHYSIOLOGY,Distribution Group III,,3
EBIO 330,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=330&p_subj=EBIO,INSECT BIOLOGY LAB,,,1
EBIO 331,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=331&p_subj=EBIO,BIOLOGY OF INFECTIOUS DISEASES,Distribution Group III,,3
EBIO 332,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=332&p_subj=EBIO,EVOLUTION GENES & GENOMES LAB,,,1
EBIO 333,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=333&p_subj=EBIO,EVOLUTIONARY BIOINFORMATICS,,,3
EBIO 334,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=334&p_subj=EBIO,EVOLUTION,Distribution Group III,,3
EBIO 335,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=335&p_subj=EBIO,EVOLUTION BIOINFORMATICS LAB,,,1
EBIO 336,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=336&p_subj=EBIO,PLANT DIVERSITY,Distribution Group III,,3
EBIO 337,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=337&p_subj=EBIO,FIELD BIRD BIOLOGY LAB,Distribution Group III,,1
EBIO 338,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=338&p_subj=EBIO,DESIGN & ANALYSIS OF BIOL EXP,Distribution Group III,,3
EBIO 340,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=340&p_subj=EBIO,GLOBAL BIOGEOCHEMICAL CYCLES,Distribution Group III,,3
EBIO 365,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=365&p_subj=EBIO,INTRODUCTORY PHYCOLOGY,Distribution Group III,,3
EBIO 366,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=366&p_subj=EBIO,APPLIED PHYCOLOGY,Distribution Group III,,3
EBIO 367,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=367&p_subj=EBIO,INTRODUCTION PHYCOLOGY LAB,,,1
EBIO 368,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=368&p_subj=EBIO,APPLIED PHYCOLOGY LAB,,,1
EBIO 372,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=372&p_subj=EBIO,CORAL REEF ECOSYSTEMS,Distribution Group III,,3
EBIO 379,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=379&p_subj=EBIO,LAB MOD AQU ECOLOGY WITH SCUBA,Distribution Group III,,1
EBIO 391,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=391&p_subj=EBIO,TRAN CREDIT ECOL&EVOLUTION,,,3
EBIO 393,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=393&p_subj=EBIO,LAB TRANSFER CREDIT,,,1
EBIO 403,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=403&p_subj=EBIO,UNDERGRADUATE HONORS RESEARCH,,,5
EBIO 404,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=404&p_subj=EBIO,UNDERGRADUATE HONORS RESEARCH,,,5
EBIO 412,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=412&p_subj=EBIO,ADV COMMUNICATION IN BIOL SCI,,,2
EBIO 433,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=433&p_subj=EBIO,ADVANCED ECOLOGY,,,3
EBIO 520,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=520&p_subj=EBIO,STUDENT SEMINAR IN EEB,,,1
EBIO 523,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=523&p_subj=EBIO,CONSERVATION BIOLOGY,,,3
EBIO 524,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=524&p_subj=EBIO,CONSERVATION BIOLOGY LAB,,,3
EBIO 525,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=525&p_subj=EBIO,ECOLOGY,,,3
EBIO 529,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=529&p_subj=EBIO,ANIMAL BIOLOGY AND PHYSIOLOGY,,,3
EBIO 540,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=540&p_subj=EBIO,GLOBAL BIOGEOCHEMICAL CYCLES,,,3
EBIO 541,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=541&p_subj=EBIO,RESEARCH SEMINAR,,,1
EBIO 542,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=542&p_subj=EBIO,RESEARCH SEMINAR,,,1
EBIO 555,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=555&p_subj=EBIO,WOLF CONSERVATION,,,1
EBIO 560,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=560&p_subj=EBIO,EIS AND PERMITTING,,,3
EBIO 561,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=561&p_subj=EBIO,TOPICS IN EVOLUTION,,,1
EBIO 562,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=562&p_subj=EBIO,TOPICS IN BEHAVIORAL BIOLOGY,,,1
EBIO 563,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=563&p_subj=EBIO,TOPICS IN ECOLOGY,,,1
EBIO 566,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=566&p_subj=EBIO,APPLIED PHYCOLOGY,,,3
EBIO 568,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=568&p_subj=EBIO,TOPICS IN BIOLOGICAL DIVERSITY,,,1
EBIO 569,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=569&p_subj=EBIO,CORE COURSE IN ECOLOGY & EVOL,,,3
EBIO 570,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=570&p_subj=EBIO,ECOSYSTEM MANAGEMENT,,,3
EBIO 572,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=572&p_subj=EBIO,CORAL REEF ECOSYSTEMS,,,3
EBIO 579,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=579&p_subj=EBIO,LAB MOD AQU ECOLOGY WITH SCUBA,,,1
EBIO 580,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=580&p_subj=EBIO,SUSTAINABILITY DEVELOPMENT,,,3
EBIO 581,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=581&p_subj=EBIO,EEB OUTREACH DEVELOPMENT,,,1
EBIO 585,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=585&p_subj=EBIO,GRAD SEM IN ECOL & EVOL BIOL,,,1
EBIO 586,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=586&p_subj=EBIO,GRAD SEM: ECOL & EVOL BIOLOGY,,,1
EBIO 591,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=591&p_subj=EBIO,GRADUATE TEACHING IN EEB,,,3
EBIO 801,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=801&p_subj=EBIO,EEB GRADUATE RESEARCH,,,1 TO 15
ECON 007,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=007&p_subj=ECON,VISITING RESEARCH,,,0
ECON 100,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=100&p_subj=ECON,PRINCIPLES OF ECONOMICS,Distribution Group II,,3
ECON 101,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=101&p_subj=ECON,INTRODUCTION TO MICROECONOMICS,Distribution Group II,,3
ECON 103,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=103&p_subj=ECON,INTRODUCTION TO MACROECONOMICS,Distribution Group II,,3
ECON 111,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=111&p_subj=ECON,AP/OTH CREDIT MICROECONOMICS,,,1 TO 6
ECON 113,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=113&p_subj=ECON,AP/OTH CREDIT MACROECONOMICS,,,1 TO 6
ECON 200,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=200&p_subj=ECON,MICROECONOMICS,Distribution Group II,,3
ECON 203,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=203&p_subj=ECON,MACROECONOMICS,Distribution Group II,,3
ECON 209,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=209&p_subj=ECON,APPLIED ECONOMETRICS,Distribution Group II,,4
ECON 210,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=210&p_subj=ECON,BEHAVIORAL ECONOMICS,Distribution Group II,,3
ECON 239,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=239&p_subj=ECON,LAW AND ECONOMICS,Distribution Group II,,3
ECON 260,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=260&p_subj=ECON,MICROECONOMICS & PUBLIC POLICY,Distribution Group II,,3
ECON 265,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=265&p_subj=ECON,MICRO & PUBLIC POLICY/BUSINESS,Distribution Group II,,3
ECON 270,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=270&p_subj=ECON,MACROECONOMICS & PUBLIC POLICY,Distribution Group II,,3
ECON 275,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=275&p_subj=ECON,INT MACRO & PUBLIC POLICY,Distribution Group II,,3
ECON 300,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=300&p_subj=ECON,"GAME THEORY, MICRO TOPICS/ECON",,,3
ECON 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=301&p_subj=ECON,MICROECONOMICS,Distribution Group II,,3
ECON 303,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=303&p_subj=ECON,MACROECONOMICS,Distribution Group II,,3
ECON 305,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=305&p_subj=ECON,"GAME THEORY, MICRO TOPICS/MTEC",,,3
ECON 307,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=307&p_subj=ECON,PROBABILITY & STATISTICS,Distribution Group III,,3
ECON 308,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=308&p_subj=ECON,MATHEMATICAL ECONOMICS,,,3
ECON 309,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=309&p_subj=ECON,APPLIED ECONOMETRICS,Distribution Group II,,4
ECON 310,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=310&p_subj=ECON,ECONOMETRICS,,,3
ECON 343,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=343&p_subj=ECON,CORPORATE FINANCE,Distribution Group II,,3
ECON 355,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=355&p_subj=ECON,FINANCIAL MARKETS,Distribution Group II,,3
ECON 365,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=365&p_subj=ECON,WORLD ECONOMIC HISTORY,Distribution Group I,,3
ECON 399,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=399&p_subj=ECON,INDEPENDENT RESEARCH,,,3
ECON 415,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=415&p_subj=ECON,LABOR ECONOMICS,,,3
ECON 418,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=418&p_subj=ECON,ECONOMIC FORECASTING,,,3
ECON 419,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=419&p_subj=ECON,ADV TOPICS IN ECONOMETRICS,,,3
ECON 420,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=420&p_subj=ECON,INTERNATIONAL TRADE,,,3
ECON 421,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=421&p_subj=ECON,INTERNATIONAL FINANCE,,,3
ECON 422,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=422&p_subj=ECON,INTERNATIONAL ECON & FINANCE,,,3
ECON 432,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=432&p_subj=ECON,POLITICAL ECONOMY,,,3
ECON 435,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=435&p_subj=ECON,INDUSTRIAL ORGANIZATION,,,3
ECON 437,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=437&p_subj=ECON,ENERGY ECONOMICS,,,3
ECON 439,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=439&p_subj=ECON,ADV TOPICS IN LAW AND ECON,,,3
ECON 441,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=441&p_subj=ECON,EMPIRICAL METHODS FOR IO,,,3
ECON 443,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=443&p_subj=ECON,FINANCIAL ECONOMICS,,,3
ECON 445,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=445&p_subj=ECON,MANAGERIAL ECONOMICS,,,3
ECON 449,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=449&p_subj=ECON,FINANCIAL ENGINEERING,,,3
ECON 450,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=450&p_subj=ECON,ECONOMIC DEVELOPMENT,,,3
ECON 452,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=452&p_subj=ECON,"RELIGION, ETHICS, & ECONOMICS",,,3
ECON 455,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=455&p_subj=ECON,MONEY AND BANKING,,,3
ECON 460,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=460&p_subj=ECON,ADV TOPICS ECON DEVELOPMENT,,,3
ECON 462,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=462&p_subj=ECON,ECONOMICS OF HUMAN CAPITAL,,,4
ECON 470,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=470&p_subj=ECON,MARKET DESIGN,,,3
ECON 479,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=479&p_subj=ECON,ECONOMIC MODLG & PUBLIC POLICY,,,3
ECON 480,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=480&p_subj=ECON,ENVIRONMENTAL ECONOMICS,,,3
ECON 481,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=481&p_subj=ECON,HEALTH ECONOMICS,,,3
ECON 483,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=483&p_subj=ECON,PUBLIC FINANCE,,,3
ECON 484,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=484&p_subj=ECON,PUBLIC ECONOMICS,,,3
ECON 496,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=496&p_subj=ECON,RESEARCH IN ECONOMIC THEORY,,,3
ECON 497,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=497&p_subj=ECON,RESEARCH IN ECONOMETRICS,,,3
ECON 498,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=498&p_subj=ECON,HONORS PROGRAM IN ECONOMICS-I,,,3
ECON 499,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=499&p_subj=ECON,HONORS PROGRAM IN ECONOMICS-II,,,3
ECON 501,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=501&p_subj=ECON,MICROECONOMICS I,,,3
ECON 502,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=502&p_subj=ECON,MACROECONOMICS,,,3
ECON 504,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=504&p_subj=ECON,COMPUTATIONAL ECONOMICS,,,3
ECON 505,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=505&p_subj=ECON,FINANCIAL ECONOMICS I,,,3
ECON 507,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=507&p_subj=ECON,MATHEMATICAL ECONOMICS I,,,3
ECON 508,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=508&p_subj=ECON,MICROECONOMICS II,,,5
ECON 509,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=509&p_subj=ECON,TOPICS IN MICROECONOMICS,,,3
ECON 510,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=510&p_subj=ECON,ECONOMETRICS I,,,3
ECON 511,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=511&p_subj=ECON,ECONOMETRICS II,,,3
ECON 512,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=512&p_subj=ECON,INTERNATIONAL TRADE THEORY,,,3
ECON 514,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=514&p_subj=ECON,INDUST'L ORGANIZATION&CONTROL,,,3
ECON 515,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=515&p_subj=ECON,LABOR ECONOMICS,,,3
ECON 516,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=516&p_subj=ECON,EMPIRICAL MICROECONOMICS,,,3
ECON 517,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=517&p_subj=ECON,EMPIRICAL INDUSTRIAL ORG,,,3
ECON 518,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=518&p_subj=ECON,INTERNATIONAL MACROECONOMICS,,,3
ECON 519,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=519&p_subj=ECON,ECONOMIC GROWTH &DEVELOPMENT,,,3
ECON 522,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=522&p_subj=ECON,PUBLIC ECONOMICS: TAX POLICY,,,3
ECON 523,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=523&p_subj=ECON,DYNAMIC OPTIMIZATION,,,3
ECON 547,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=547&p_subj=ECON,ADV TOPICS IN ENERGY ECONOMICS,,,3
ECON 565,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=565&p_subj=ECON,HEALTH ECONOMICS,,,3
ECON 575,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=575&p_subj=ECON,TOPICS IN FINANCIAL ECONOMICS,,,3
ECON 576,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=576&p_subj=ECON,TOPICS IN MACROECONOMICS,,,3
ECON 577,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=577&p_subj=ECON,TOPICS IN ECONOMIC THEORY I,,,3
ECON 578,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=578&p_subj=ECON,TOPICS IN ECONOMIC THEORY II,,,3
ECON 579,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=579&p_subj=ECON,TOPICS IN ECONOMETRICS,,,3
ECON 592,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=592&p_subj=ECON,TOP-POLICY&APPL'D ECON,,,3
ECON 593,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=593&p_subj=ECON,WORKSHOP IN ECONOMICS,,,1
ECON 594,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=594&p_subj=ECON,WORKSHOP IN ECONOMICS I,,,1
ECON 596,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=596&p_subj=ECON,RESEARCH SEMINAR,,,3
ECON 597,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=597&p_subj=ECON,READINGS IN ADVANCED TOPICS,,,3
ECON 598,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=598&p_subj=ECON,READINGS IN ADVANCED TOPICS,,,3
ECON 601,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=601&p_subj=ECON,ENERGY ECONOMICS I,,,4
ECON 602,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=602&p_subj=ECON,MICROECONOMICS - ENERGY SECTOR,,,4
ECON 603,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=603&p_subj=ECON,APPLIED ECONOMETRICS ENGY MKTS,,,4
ECON 604,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=604&p_subj=ECON,ENERGY ECONOMICS II,,,4
ECON 605,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=605&p_subj=ECON,TAXATION IN THE ENERGY SECTOR,,,4
ECON 606,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=606&p_subj=ECON,CORP FINANCE - ENERGY SECTOR,,,4
ECON 607,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=607&p_subj=ECON,ECON OF ENERGY & ENVIRONMENT,,,4
ECON 608,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=608&p_subj=ECON,RISK MANAGEMENT/ENERGYINDUSTRY,,,4
ECON 610,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=610&p_subj=ECON,ENERGY & THE MACROECONOMY,,,4
ECON 611,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=611&p_subj=ECON,GEOPOLITICS OF ENERGY,,,4
ECON 612,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=612&p_subj=ECON,MGMT OF PUBLIC POLICY ISSUES,,,4
ECON 613,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=613&p_subj=ECON,INTERNATIONAL TRADE IN ENERGY,,,4
ECON 614,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=614&p_subj=ECON,POLITICAL ECONOMY OF OIL,,,4
ECON 615,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=615&p_subj=ECON,SOCIAL STUDIES OF ENERGY,,,4
ECON 620,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=620&p_subj=ECON,INDUSTRIAL ORG & ENERGY SECTOR,,,4
ECON 621,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=621&p_subj=ECON,ELECTRICITY INDUSTRY ECONOMICS,,,4
ECON 622,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2017&p_crse_numb=622&p_subj=ECON,TRANSPORTATION ECONOMICS,,,4
