Course,URL,Title,Distribution Group,Analyzing Diversity,Credits,Fall 2013,Spring 2014,Summer 2014,Fall 2014,Spring 2015,Summer 2015,Fall 2015,Spring 2016,Summer 2016,Fall 2016,Spring 2017,Summer 2017,Fall 2017,Spring 2018,Summer 2018,Fall 2018,Spring 2019,Summer 2019,Fall 2019,Spring 2020,Summer 2020,Fall 2020,Spring 2021,Summer 2021,Fall 2021,Spring 2022,Summer 2022,Fall 2022
PSYC 431,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=431&p_subj=PSYC,ADVANCED I/O PSYCHOLOGY,,,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 432,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=432&p_subj=PSYC,BRAIN AND BEHAVIOR,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 435,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=435&p_subj=PSYC,POLLUTION & PSYCHOLOGICAL DEV,,,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 436,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=436&p_subj=PSYC,ADVANCED ORGANIZATIONAL PSYC,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 438,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=438&p_subj=PSYC,GROUP DYNAMICS,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 439,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=439&p_subj=PSYC,ADV STATISTICAL METHODS-PSYC,,,3,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PSYC 440,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=440&p_subj=PSYC,RESEARCH IN I/O PSYCHOLOGY,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 441,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=441&p_subj=PSYC,HUMAN-COMPUTER INTERACTION,,,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
PSYC 445,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=445&p_subj=PSYC,ADV SEM IN HEALTH PSYCHOLOGY,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 452,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=452&p_subj=PSYC,EMOTION REGULATION,,,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
PSYC 455,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=455&p_subj=PSYC,ADV SEM IN CLINICAL PSYCHOLOGY,,,3,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
PSYC 461,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=461&p_subj=PSYC,DECISION MAKING/PROB SOLVING,,,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
PSYC 462,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=462&p_subj=PSYC,NON-TRADITIONAL INTERFACES,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
PSYC 463,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=463&p_subj=PSYC,MEDICAL HUMAN FACTORS,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
PSYC 464,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=464&p_subj=PSYC,USABILITY ASSESSMENT,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
PSYC 465,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=465&p_subj=PSYC,OLFACTORY PERCEPTION,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 470,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=470&p_subj=PSYC,ENGINEERING PSYCHOLOGY,,,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
PSYC 475,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=475&p_subj=PSYC,STEREOTYPING AND PREJUDICE,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 477,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=477&p_subj=PSYC,SPECIAL TOPICS,,,1 TO 4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 480,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=480&p_subj=PSYC,ADVANCED TOPICS,,,3,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True
PSYC 485,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=485&p_subj=PSYC,UG SUPERVISED RESEARCH,,,1 TO 6,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
PSYC 487,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=487&p_subj=PSYC,FUNCTIONAL NEUROANATOMY,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
PSYC 488,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=488&p_subj=PSYC,SUPERVISED READING,,,1 TO 6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 495,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=495&p_subj=PSYC,SUMMER INTERNSHIP,,,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
PSYC 499,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=499&p_subj=PSYC,HONORS THESIS,,,1 TO 6,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 502,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=502&p_subj=PSYC,ADVANCED PSYC STATISTICS I,,,4,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
PSYC 503,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=503&p_subj=PSYC,ADVANCED PSYC STATISTICS II,,,3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
PSYC 504,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=504&p_subj=PSYC,COMPUTER APPLICATIONS IN PSYC,,,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
PSYC 507,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=507&p_subj=PSYC,RESEARCH METHODS,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PSYC 511,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=511&p_subj=PSYC,HISTORY & SYSTEMS OF PSYC,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 520,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=520&p_subj=PSYC,FOUNDATIONS OF COGNITIVE PSYC,,,3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
PSYC 521,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=521&p_subj=PSYC,PERCEPTION,,,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 522,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=522&p_subj=PSYC,INFO PROCESSING & ATTENTION,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 524,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=524&p_subj=PSYC,MEMORY,,,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PSYC 525,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=525&p_subj=PSYC,PSYCHOLINGUISTICS,,,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
PSYC 527,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=527&p_subj=PSYC,DECISION MAKING/PROB SOLVING,,,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
PSYC 529,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=529&p_subj=PSYC,COGNITIVE RESEARCH SEMINAR,,,1 TO 3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 530,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=530&p_subj=PSYC,FOUNDATIONS OF I-O PSYCHOLOGY,,,3,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
PSYC 531,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=531&p_subj=PSYC,HF/HCI RESEARCH SEMINAR,,,1 TO 3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 532,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=532&p_subj=PSYC,HEALTH RESEARCH SEMINAR,,,1 TO 3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 533,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=533&p_subj=PSYC,I-O PSYCHOLOGY RESEARCH SEM,,,1 TO 3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 535,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=535&p_subj=PSYC,HUMAN FACTORS/ERGONOMICS,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
PSYC 540,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=540&p_subj=PSYC,ENGINEERING PSYCHOLOGY,,,3,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
PSYC 541,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=541&p_subj=PSYC,HUMAN-COMPUTER INTERACTION,,,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
PSYC 543,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=543&p_subj=PSYC,COMP MODELING OF COG PROCESSES,,,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True
PSYC 546,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=546&p_subj=PSYC,PSYCHONEUROIMMUNOLOGY,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
PSYC 547,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=547&p_subj=PSYC,FOUNDATIONS-HEALTH PSYCHOLOGY,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
PSYC 548,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=548&p_subj=PSYC,INTERVENTIONS,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 549,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=549&p_subj=PSYC,"PSYCHOPATHOLOGY,DVLPMNT& AGING",,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PSYC 550,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=550&p_subj=PSYC,FOUNDATIONS OF SOCIAL PSYC,,,3,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
PSYC 551,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=551&p_subj=PSYC,GROUP DYNAMICS,,,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 552,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=552&p_subj=PSYC,EMOTION REGULATION,,,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
PSYC 560,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=560&p_subj=PSYC,PSYCHOLOGY PRESENTATIONS,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 561,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=561&p_subj=PSYC,TEACHING IN PSYCHOLOGY,,,3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 563,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=563&p_subj=PSYC,COGNITIVE PSYC INTERNSHIP,,,1 TO 9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False
PSYC 564,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=564&p_subj=PSYC,COGNITIVE NEUROSCIENCE LAB,,,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 565,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=565&p_subj=PSYC,HUMAN OLFACTION,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 571,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=571&p_subj=PSYC,FIRST-YEAR PROJECT,,,3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 572,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=572&p_subj=PSYC,SECOND-YEAR PROJECT,,,3,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True
PSYC 573,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=573&p_subj=PSYC,NON-THESIS GRADUATE RESEARCH,,,1 TO 15,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
PSYC 574,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=574&p_subj=PSYC,INTRO COGNITIVE NEUROSCIENCE,,,3,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PSYC 575,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=575&p_subj=PSYC,ATTENTION AND PERCEPTION,,,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 576,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=576&p_subj=PSYC,HIGHER MENTAL FUNCTIONS,,,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
PSYC 577,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=577&p_subj=PSYC,FUNCTIONAL NEUROANATOMY,,,2 TO 3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
PSYC 578,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=578&p_subj=PSYC,COGNEURO: THEORIES AND METHODS,,,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
PSYC 580,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=580&p_subj=PSYC,DEVELOPMENTAL COG NEUROSCIENCE,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 581,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=581&p_subj=PSYC,VISION SCIENCE,,,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PSYC 582,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=582&p_subj=PSYC,EARLY SENSORY PERCEPTION,,,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 583,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=583&p_subj=PSYC,COGNEURO THEORY/CONTENT/EXECUT,,,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 585,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=585&p_subj=PSYC,FMRI LABORATORY,,,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 586,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=586&p_subj=PSYC,SOCIAL AND AFFECTIVE NEURO,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
PSYC 587,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=587&p_subj=PSYC,FUNCTIONAL NEUROANATOMY,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
PSYC 590,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=590&p_subj=PSYC,ADVANCED TOPICS - NEUROSCIENCE,,,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
PSYC 595,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=595&p_subj=PSYC,HCI&HF PROF MASTERS INTERNSHIP,,,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True
PSYC 600,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=600&p_subj=PSYC,HCI&HF PROF MASTER'S CAPSTONE,,,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
PSYC 601,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=601&p_subj=PSYC,MULTIVARIATE STATISTICS,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 602,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=602&p_subj=PSYC,PSYCHOMETRICS,,,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
PSYC 609,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=609&p_subj=PSYC,METHODS HUMAN-COMP INTERACTION,,,3,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
PSYC 620,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=620&p_subj=PSYC,ADV TOPICS - COGNITIVE PSYC,,,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
PSYC 621,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=621&p_subj=PSYC,TOPICS IN MEMORY,,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 622,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=622&p_subj=PSYC,TOPICS IN PSYCHOLINGUISTICS,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 624,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=624&p_subj=PSYC,SOCIAL/ORG PSYC RESEARCH SEM,,,1 TO 3,False,False,False,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
PSYC 625,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=625&p_subj=PSYC,COGNEURO RESEARCH SEMINAR,,,1 TO 3,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 626,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=626&p_subj=PSYC,HF/HCI RESEARCH SEMINAR,,,1 TO 3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 627,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=627&p_subj=PSYC,I/O PSYC RESEARCH SEMINAR,,,1 TO 3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 628,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=628&p_subj=PSYC,MEMORY RESEARCH SEMINAR,,,1,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 629,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=629&p_subj=PSYC,PSYCHOLINGUISTICS SEMINAR,,,1,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 630,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=630&p_subj=PSYC,ADVANCED TOPICS IN I/O,,,3,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True
PSYC 631,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=631&p_subj=PSYC,INDIVIDUAL DIFFERENCES,,,3,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
PSYC 632,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=632&p_subj=PSYC,LEADERSHIP,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
PSYC 634,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=634&p_subj=PSYC,PERSONNEL PSYCHOLOGY,,,3,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
PSYC 635,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=635&p_subj=PSYC,MULTILEVEL MODELING,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
PSYC 636,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=636&p_subj=PSYC,ORGANIZATIONAL PSYCHOLOGY,,,3,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
PSYC 637,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=637&p_subj=PSYC,META-ANALYSIS,,,3,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
PSYC 638,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=638&p_subj=PSYC,STRUCTURAL EQUATION MODELING,,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PSYC 639,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2023&p_crse_numb=639&p_subj=PSYC,I/O PSYCHOLOGY INTERNSHIP,,,1 TO 9,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,True
