Course,URL,Title,Distribution Group,Analyzing Diversity,Credits
COLL 125,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=125&p_subj=COLL,INTRODUCTION TO POKER,,,1
COLL 126,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=126&p_subj=COLL,FASHION FURIOUS,,,1
COLL 130,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=130&p_subj=COLL,"""OTHER"" MAN",,,1
COLL 131,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=131&p_subj=COLL,"QUEERNESS, SEX, AND THE MEDIA",,,1
COLL 132,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=132&p_subj=COLL,MATHEMATICAL ORIGAMI DESIGN,,,1
COLL 133,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=133&p_subj=COLL,SIPPING CULTURE,,,1
COLL 134,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=134&p_subj=COLL,SPEEDSOLVING THEORY,,,1
COLL 136,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=136&p_subj=COLL,DIGITAL DESIGN,,,1
COLL 137,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=137&p_subj=COLL,INVESTING AND TRADING,,,1
COLL 139,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=139&p_subj=COLL,"HYBRID BEINGS, MULTIPLE SELVES",,,1
COLL 140,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=140&p_subj=COLL,HISTORY & PSYCHOLOGY OF MURDER,,,1
COLL 141,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=141&p_subj=COLL,THE SPOKEN WORD,,,1
COLL 142,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=142&p_subj=COLL,HOUSTON MICROBREWERIES,,,1
COLL 143,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=143&p_subj=COLL,THE 2020 ELECTION,,,1
COLL 144,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=144&p_subj=COLL,AMERICAN SIGN LANGUAGE,,,1
COLL 145,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=145&p_subj=COLL,POKEMON GAME STRATEGIES,,,1
COLL 146,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=146&p_subj=COLL,LAW IN FILM,,,1
COLL 147,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=147&p_subj=COLL,SUPERHEROES: MYTHOS & MORALITY,,,1
COLL 148,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=148&p_subj=COLL,THE ART OF THE BLOCKBUSTER,,,1
COLL 149,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=149&p_subj=COLL,STAND-UP (COMEDY) FOR YOURSELF,,,1
COLL 151,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=151&p_subj=COLL,THE STARS & YOU,,,1
COLL 152,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=152&p_subj=COLL,TOURING THE WORLD THROUGH FOOD,,,1
COLL 153,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=153&p_subj=COLL,SOCIALIZATION THROUGH SPORTS,,,1
COLL 154,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=154&p_subj=COLL,CHESS FOR BEGINNERS,,,1
COLL 155,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=155&p_subj=COLL,INTRODUCTION TO EXTREMOPHILES,,,1
COLL 157,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=157&p_subj=COLL,"ORIGINS, FAITH, SCIENCE",,,1
COLL 159,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=159&p_subj=COLL,EMPATHY,,,1
COLL 160,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=160&p_subj=COLL,GAME SKILL,,,1
COLL 161,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=161&p_subj=COLL,ENVIRONMENT IN FICTION FILM,,,1
COLL 162,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=162&p_subj=COLL,BACH TO THE FUTURE,,,1
COLL 163,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=163&p_subj=COLL,PHILOSOPHY OF BOJACK HORSEMAN,,,1
COLL 164,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=164&p_subj=COLL,DUTCH CULTURE,,,1
COLL 165,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=165&p_subj=COLL,SKATEBOARDING ON FILM,,,1
COLL 168,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=168&p_subj=COLL,INTRO TO SKIN,,,1
COLL 170,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=170&p_subj=COLL,INTERNET CULTURE,,,1
COLL 172,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=172&p_subj=COLL,INTRO TO INVESTMENT BANKING,,,1
COLL 173,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=173&p_subj=COLL,INTRO TO IMAGINEERING,,,1
COLL 174,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=174&p_subj=COLL,MUSIC ALBUM ANALYSIS,,,1
COLL 176,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=176&p_subj=COLL,LET'S TALK ABOUT MENTAL HEALTH,,,1
COLL 177,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=177&p_subj=COLL,DISABILITIES AND DISORDERS,,,1
COLL 178,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=178&p_subj=COLL,BLOCKCHAIN BEYOND BITCOIN,,,1
COLL 179,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=179&p_subj=COLL,"EAT, PRAY, LATKE",,,1
COLL 180,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=180&p_subj=COLL,MEDICAL-DECISION MAKING,,,1
COLL 181,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=181&p_subj=COLL,VISUAL DESIGN,,,1
COLL 182,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=182&p_subj=COLL,MIND MATTERS,,,1
COLL 183,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=183&p_subj=COLL,CULTURE OF TEA,,,1
COLL 184,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=184&p_subj=COLL,THE ART OF TRASH CINEMA,,,1
COLL 185,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=185&p_subj=COLL,COG NEUROSCIENCE AND THEATRE,,,1
COLL 186,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=186&p_subj=COLL,HAWAI'I: BEYOND THE BROCHURE,,,1
COLL 187,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=187&p_subj=COLL,TEA AROUND THE WORLD,,,1
COLL 188,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=188&p_subj=COLL,THE COST OF CONSUMING,,,1
COLL 190,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=190&p_subj=COLL,DEEP LISTENING,,,1
COLL 191,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=191&p_subj=COLL,BEER: HIST OF WORLD IN A GLASS,,,1
COLL 192,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=192&p_subj=COLL,GAME STRATEGIES OF POKER,,,1
COLL 194,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=194&p_subj=COLL,MUSIC AND SOCIETY,,,1
COLL 195,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=195&p_subj=COLL,MAKEUP 101,,,1
COLL 196,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=196&p_subj=COLL,DESIGNING YOUR LIFE,,,1
COLL 197,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=197&p_subj=COLL,THE GOSPEL TRUTH,,,1
COLL 199,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=199&p_subj=COLL,ART CINEMA,,,1
COLL 200,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=200&p_subj=COLL,TEACHING PRACTICUM,,,1
COLL 202,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=202&p_subj=COLL,COOKING WITH CHEF ROGER,,,1
COLL 203,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=203&p_subj=COLL,CYBERCRIME,,,2
COLL 205,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=205&p_subj=COLL,PERSONAL FINANCE,,,1
COLL 212,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=212&p_subj=COLL,BLACK MEN WRITING,,,1
COLL 214,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=214&p_subj=COLL,MASS INCARCERATION,,,1
COLL 218,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=218&p_subj=COLL,PUBLIC AND CIVIC SERVICE,,,1
COLL 219,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=219&p_subj=COLL,BORDER WALLS,,,1
COLL 220,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=220&p_subj=COLL,WILLIAM MARSH RICE & SLAVERY,,,1
COLL 221,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=221&p_subj=COLL,BLACK EXPERIENCE AT RICE,,,1
COLL 222,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=222&p_subj=COLL,"HOUSTON: RACE, PLACE, POWER",,,1
COLL 238,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=238&p_subj=COLL,SPECIAL TOPICS,,,1 TO 4
COLL 299,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=299&p_subj=COLL,SCIENTIA SCIENCE & CULTURE,,,1
COLL 300,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=300&p_subj=COLL,PEDAGOGY FOR STDNT INSTRUCTORS,,,1
COMM 237,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=237&p_subj=COMM,THEORIES OF ORAL COMMUNICATION,,,3
COMM 238,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=238&p_subj=COMM,SPECIAL TOPICS,,,1 TO 4
COMM 239,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=239&p_subj=COMM,RHETORIC AND POPULAR WRITING,,,3
COMM 300,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=300&p_subj=COMM,COMMUNICATION IN DIGITAL AGE,,,3
COMM 415,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=415&p_subj=COMM,MEDICAL COMMUNICATION,,,3
COMM 600,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=600&p_subj=COMM,ACADEMIC READING AND WRITING,,,2
COMM 601,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=601&p_subj=COMM,ORAL COMMUNICATION SKILLS,,,2
COMM 602,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=602&p_subj=COMM,ADVANCED ACADEMIC WRITING,,,2
COMM 605,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=605&p_subj=COMM,ADVANCED ENGLISH COMMUNICATION,,,1
COMM 677,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=677&p_subj=COMM,SPECIAL TOPICS,,,1 TO 4
COMP 002,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=002&p_subj=COMP,DATA SCIENCE PROJ APPLICATION,,,3 OR 4
COMP 007,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=007&p_subj=COMP,VISITING RESEARCH,,,0
COMP 100,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=100&p_subj=COMP,INTRO COMPUTING & INFO SYS,Distribution Group III,,3
COMP 105,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=105&p_subj=COMP,AP/OTH CREDIT COMPUTER SCIENCE,,,3
COMP 130,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=130&p_subj=COMP,ELEMENTS OF ALGORITHMS & COMP,Distribution Group III,,4
COMP 140,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=140&p_subj=COMP,COMPUTATIONAL THINKING,Distribution Group III,,4
COMP 160,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=160&p_subj=COMP,INTRO TO GAME PROG IN PYTHON,Distribution Group III,,4
COMP 162,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=162&p_subj=COMP,INTRO TO GAME CONTENT CREATION,,,3
COMP 180,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=180&p_subj=COMP,PRINCIPLES OF COMPUTING,Distribution Group III,,4
COMP 182,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=182&p_subj=COMP,ALGORITHMIC THINKING,,,4
COMP 200,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=200&p_subj=COMP,ELEMENTS OF COMPUTER SCIENCE,Distribution Group III,,3
COMP 215,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=215&p_subj=COMP,INTRODUCTION TO PROGRAM DESIGN,,,4
COMP 238,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=238&p_subj=COMP,SPECIAL TOPICS,,,1 TO 4
COMP 290,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=290&p_subj=COMP,COMPUTER SCIENCE PROJECTS,,,1 TO 3
COMP 300,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=300&p_subj=COMP,SOCIETY IN THE INFORMATION AGE,Distribution Group III,,3
COMP 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=301&p_subj=COMP,ETHICS & ACCOUNTABILITY IN CS,,,3
COMP 310,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=310&p_subj=COMP,ADV OBJECT-ORIENTED PROG,,,4
COMP 311,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=311&p_subj=COMP,FUNCTIONAL PROGRAMMING,,,4
COMP 316,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=316&p_subj=COMP,VIRTL RECONSTR HISTORCL CITIES,,,3
COMP 321,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=321&p_subj=COMP,INTRO TO COMPUTER SYSTEMS,,,4
COMP 322,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=322&p_subj=COMP,FUNDAMENTALS OF PARALLEL PROG,,,4
COMP 323,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=323&p_subj=COMP,INTRO TO MATH CRYPTOGRAPHY,,,3
COMP 326,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=326&p_subj=COMP,DIGITAL LOGIC DESIGN,,,3
COMP 327,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=327&p_subj=COMP,INTRO TO COMPUTER SECURITY,,,3
COMP 330,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=330&p_subj=COMP,TOOLS & MODELS - DATA SCIENCE,,,3
COMP 340,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=340&p_subj=COMP,STATISTICAL MODELS FOR DS,,,4
COMP 347,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=347&p_subj=COMP,COMP MICROBIAL FORENSICS,,,3
COMP 360,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=360&p_subj=COMP,COMPUTER GRAPHICS,,,4
COMP 361,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=361&p_subj=COMP,GEOMETRIC MODELING,,,4
COMP 380,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=380&p_subj=COMP,PRACTICAL PROBLEM-SOLVING,,,3
COMP 382,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=382&p_subj=COMP,REASONING ABOUT ALGORITHMS,,,4
COMP 390,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=390&p_subj=COMP,COMPUTER SCIENCE PROJECTS,,,1 TO 3
COMP 402,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=402&p_subj=COMP,PRODUCTION PROGRAMMING,,,4
COMP 403,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=403&p_subj=COMP,REASONING ABOUT SOFTWARE,,,3
COMP 405,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=405&p_subj=COMP,ADV TOP OBJECT/ORIENTED DESIGN,,,4
COMP 408,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=408&p_subj=COMP,VERIFIED PROGRAMMING,,,3
COMP 409,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=409&p_subj=COMP,ADV LOGIC IN COMPUTER SCIENCE,,,3
COMP 410,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=410&p_subj=COMP,SOFTWARE ENGINEER METHODOLOGY,,,4
COMP 411,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=411&p_subj=COMP,PRINCIPLES OF PROG LANGUAGES,,,4
COMP 412,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=412&p_subj=COMP,COMPILER CONSTRUCTION - UG,,,4
COMP 413,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=413&p_subj=COMP,DISTRIB PROGRAM CONSTRUCTION,,,4
COMP 414,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=414&p_subj=COMP,"ALGORITHMS, COMPLEX. & APPROX",,,3
COMP 415,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=415&p_subj=COMP,REAL-WORLD SOFTWARE DEVELOPMNT,,,4
COMP 416,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=416&p_subj=COMP,GENOME-SCALE ALGORITHMS,,,3
COMP 417,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=417&p_subj=COMP,ADVANCED OPERATING SYSTEMS,,,3
COMP 418,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=418&p_subj=COMP,IOT PROGRAM. AND DATA ANALYSIS,,,4
COMP 420,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=420&p_subj=COMP,INTRO TO DISTRIBUTED COMP SYS,,,4
COMP 421,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=421&p_subj=COMP,OP SYS/CONCURRENT PROGRAMMING,,,4
COMP 422,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=422&p_subj=COMP,PARALLEL COMPUTING,,,4
COMP 424,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=424&p_subj=COMP,MOBILE & EMBEDDED SYSTEM,,,4
COMP 425,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=425&p_subj=COMP,COMPUTER SYSTEMS ARCHITECTURE,,,4
COMP 427,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=427&p_subj=COMP,INTRO TO COMPUTER SECURITY,,,3
COMP 429,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=429&p_subj=COMP,INTRO TO COMPUTER NETWORKS,,,4
COMP 430,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=430&p_subj=COMP,INTRO TO DATABASE SYSTEMS,,,3
COMP 431,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=431&p_subj=COMP,WEB DEVELOPMENT,,,3
COMP 435,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=435&p_subj=COMP,ELECTION SYSTEMS,Distribution Group III,,3
COMP 436,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=436&p_subj=COMP,SECURE & CLOUD COMPUTING,,,3
COMP 440,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=440&p_subj=COMP,ARTIFICIAL INTELLIGENCE,,,4
COMP 441,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=441&p_subj=COMP,LARGE-SCALE MACHINE LEARNING,,,3
COMP 446,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=446&p_subj=COMP,MOBILE DEVICE APPLICATIONS,,,4
COMP 447,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=447&p_subj=COMP,INTRO TO COMPUTER VISION,,,3
COMP 448,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=448&p_subj=COMP,CONCRETE MATHEMATICS,,,3
COMP 449,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=449&p_subj=COMP,DATA SCIENCE PROJECTS,,,4
COMP 450,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=450&p_subj=COMP,ALGORITHMIC ROBOTICS,,,4
COMP 451,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=451&p_subj=COMP,DESIGN&ANALYSIS CYBER/PHYSICAL,,,4
COMP 460,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=460&p_subj=COMP,ADV COMPUTER GRAPHICS,,,4
COMP 477,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=477&p_subj=COMP,SPECIAL TOPICS,,,1 TO 4
COMP 480,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=480&p_subj=COMP,PROBABILISTIC ALGORITHMS AND D,,,4
COMP 481,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=481&p_subj=COMP,AUTOMATA/FORMAL LANG/COMPUTING,,,3
COMP 485,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=485&p_subj=COMP,FUND MEDICAL IMAGING I,,,3
COMP 486,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=486&p_subj=COMP,FUND MEDICAL IMAGING II,,,3
COMP 487,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=487&p_subj=COMP,COMPUTATIONAL COMPLEXITY,,,3
COMP 490,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=490&p_subj=COMP,COMPUTER SCIENCE PROJECTS,,,1 TO 4
COMP 491,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=491&p_subj=COMP,COMPUTER SCIENCE TEACHING,,,3
COMP 496,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=496&p_subj=COMP,RTG CROSS-TRAINING IN DATA SCI,,,1
COMP 498,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=498&p_subj=COMP,INTRODUCTION TO ROBOTICS,,,3
COMP 501,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=501&p_subj=COMP,PRODUCTION PROGRAMMING,,,4
COMP 502,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=502&p_subj=COMP,NEURAL MACHINE LEARNING I,,,3
COMP 503,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=503&p_subj=COMP,REASONING ABOUT SOFTWARE,,,3
COMP 504,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=504&p_subj=COMP,GR OBJ-ORIENTED PROG & DESIGN,,,3
COMP 505,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=505&p_subj=COMP,ADV TOP OBJECT/ORIENTED DESIGN,,,4
COMP 506,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=506&p_subj=COMP,COMPILER CONSTRUCTION - GR,,,4
COMP 507,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=507&p_subj=COMP,COMPUTER-AIDED PROGRAM DESIGN,,,4
