Course,URL,Title,Distribution Group,Analyzing Diversity,Credits
ACCO 305,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=305&p_subj=ACCO,INTRODUCTION TO ACCOUNTING,Distribution Group II,,3
ACCO 406,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=406&p_subj=ACCO,MANAGEMENT ACCOUNTING,,,3
ACCO 497,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=497&p_subj=ACCO,INDEPENDENT STUDY,,,3
ACCO 498,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=498&p_subj=ACCO,INDEPENDENT STUDY,,,3
AFSC 101,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=101&p_subj=AFSC,FOUNDATION OF THE USAF I,,,2
AFSC 102,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=102&p_subj=AFSC,FOUNDATION OF THE USAF II,,,2
AFSC 201,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=201&p_subj=AFSC,EVOLUTION OF AIR POWER,,,2
AFSC 202,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=202&p_subj=AFSC,EVOLUTION OF AIR POWER II,,,2
AFSC 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=301&p_subj=AFSC,AIR FORCE LEADERSHIP STUDY I,,,3
AFSC 302,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=302&p_subj=AFSC,AIR FORCE LEADERSHIP STUDY II,,,3
AFSC 381,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=381&p_subj=AFSC,FIELD TRAINING,,,8
AFSC 382,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=382&p_subj=AFSC,FIELD TRAINING,,,4
AFSC 401,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=401&p_subj=AFSC,NATIONAL SECURITY AFFAIRS I,,,3
AFSC 402,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=402&p_subj=AFSC,NATIONAL SECURITY AFFAIRS II,,,3
ANTH 200,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=200&p_subj=ANTH,INTRO TO STUDY OF LANGUAGE,Distribution Group II,,3
ANTH 201,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=201&p_subj=ANTH,SOCIAL/CULTURAL ANTHROPOLOGY,Distribution Group II,,3
ANTH 203,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=203&p_subj=ANTH,INTRO TO PHYSICAL ANTHROPOLOGY,Distribution Group II,,3
ANTH 205,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=205&p_subj=ANTH,INTRO TO ARCHAEOLOGY,Distribution Group II,,3
ANTH 235,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=235&p_subj=ANTH,NANOTECH: CONTENT AND CONTEXT,Distribution Group II,,3
ANTH 280,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=280&p_subj=ANTH,ANTHROPOLOGY:THE MIDDLE EAST,,,3
ANTH 290,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=290&p_subj=ANTH,HISTORY AND ETHNOGRAPHY,Distribution Group II,,3
ANTH 298,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=298&p_subj=ANTH,"BIOTECHNOLOGY, 1900 TO NOW",Distribution Group II,,3
ANTH 300,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=300&p_subj=ANTH,LINGUISTIC ANALYSIS,Distribution Group II,,3
ANTH 301,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=301&p_subj=ANTH,PHONETICS,Distribution Group II,,3
ANTH 305,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=305&p_subj=ANTH,HISTORICAL LINGUISTICS,Distribution Group II,,3
ANTH 306,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=306&p_subj=ANTH,HIST OF ANTHROPOLOGICAL IDEAS,Distribution Group II,,3
ANTH 307,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=307&p_subj=ANTH,ANTHROPOLOGICAL DIRECTIONS,Distribution Group II,,3
ANTH 308,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=308&p_subj=ANTH,HISTORY AS A  CULTURAL MYTH,Distribution Group II,,3
ANTH 309,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=309&p_subj=ANTH,GLOBAL CULTURES,Distribution Group II,,3
ANTH 310,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=310&p_subj=ANTH,CONTEMPORARY CHINESE CULTURE,Distribution Group II,,3
ANTH 311,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=311&p_subj=ANTH,MASCULINITIES,Distribution Group II,,3
ANTH 312,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=312&p_subj=ANTH,AFRICAN PREHISTORY,Distribution Group II,,3
ANTH 313,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=313&p_subj=ANTH,LANGUAGE AND CULTURE,Distribution Group II,,3
ANTH 314,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=314&p_subj=ANTH,GENETICS: SCIENCE AND SOCIETY,,,3
ANTH 315,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=315&p_subj=ANTH,ANTH: INFORMATION & NETWORKS,Distribution Group II,,3
ANTH 316,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=316&p_subj=ANTH,CULTURAL ANALYSIS,Distribution Group II,,3
ANTH 319,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=319&p_subj=ANTH,SYMBOLISM AND POWER,Distribution Group II,,3
ANTH 320,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=320&p_subj=ANTH,PUBLIC SPHERES/CULTURES,Distribution Group II,,3
ANTH 321,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=321&p_subj=ANTH,TEXT AS PROPERTY,,,3
ANTH 322,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=322&p_subj=ANTH,CULTURES AND IDENTITIES,Distribution Group II,,3
ANTH 323,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=323&p_subj=ANTH,INTRODUCTION TO PHONOLOGY,,,3
ANTH 325,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=325&p_subj=ANTH,SOCIETY IN ANCIENT GREECE,Distribution Group II,,3
ANTH 326,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=326&p_subj=ANTH,THE ANTHROPOLOGY OF LAW,Distribution Group II,,3
ANTH 327,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=327&p_subj=ANTH,GENDER AND SYMBOLISM,Distribution Group II,,3
ANTH 328,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=328&p_subj=ANTH,TERROR AND SOCIAL TRAUMA,Distribution Group II,,3
ANTH 329,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=329&p_subj=ANTH,"BODIES, SENSUALITIES & ART",Distribution Group II,,3
ANTH 335,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=335&p_subj=ANTH,ANTHROPOLOGY/CULTURAL CRITIQUE,Distribution Group II,,3
ANTH 338,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=338&p_subj=ANTH,READING POPULAR CULTURE,Distribution Group II,,3
ANTH 343,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=343&p_subj=ANTH,NEW RELIG MOVEMENTS IN AFRICA,Distribution Group II,,3
ANTH 344,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=344&p_subj=ANTH,CITY/CULTURE,Distribution Group II,,3
ANTH 345,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=345&p_subj=ANTH,ARCHAEOLOGY IN SOCIAL CONTEXT,Distribution Group II,,3
ANTH 347,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=347&p_subj=ANTH,THE U.S. AS A FOREIGN COUNTRY,Distribution Group II,,3
ANTH 351,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=351&p_subj=ANTH,CULTURES OF NATIONALISM,Distribution Group II,,3
ANTH 353,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=353&p_subj=ANTH,CULTURES OF INDIA,Distribution Group II,,3
ANTH 358,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=358&p_subj=ANTH,THE FOURTH WORLD,Distribution Group II,,3
ANTH 361,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=361&p_subj=ANTH,LATIN AMERICAN TOPICS,,,3
ANTH 362,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=362&p_subj=ANTH,ARCHAEOLOGICAL FLD TECHNIQUES,Distribution Group II,,3
ANTH 363,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=363&p_subj=ANTH,EARLY CIVILIZATIONS,Distribution Group II,,3
ANTH 364,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=364&p_subj=ANTH,HISTORICAL ARCHAEOLOGY,,,3
ANTH 367,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=367&p_subj=ANTH,HUMAN EVOLUTION,,,3
ANTH 368,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=368&p_subj=ANTH,PRIMATOLOGY,Distribution Group II,,3
ANTH 370,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=370&p_subj=ANTH,ARCHAEOLOGICAL LABORATORY,,,3 TO 6
ANTH 371,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=371&p_subj=ANTH,MONEY AND EVERYDAY LIFE,Distribution Group II,,3
ANTH 372,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=372&p_subj=ANTH,CULTURES OF CAPITALISM,Distribution Group II,,3
ANTH 373,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=373&p_subj=ANTH,THE LINGUISTIC TURN,Distribution Group II,,3
ANTH 375,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=375&p_subj=ANTH,MEMORY IN SCIENCE & TECHNOLOGY,Distribution Group II,,3
ANTH 379,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=379&p_subj=ANTH,GIFTS AND CONTRACTS,,,3
ANTH 380,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=380&p_subj=ANTH,"CULT, SECURITY, & HUMAN RIGHTS",,,3
ANTH 381,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=381&p_subj=ANTH,MEDICAL ANTHROPOLOGY,Distribution Group II,,3
ANTH 383,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=383&p_subj=ANTH,HUMAN ADAPTATION,Distribution Group II,,3
ANTH 388,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=388&p_subj=ANTH,LIFE CYCLE: A BIOCULTURAL VIEW,Distribution Group II,,3
ANTH 390,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=390&p_subj=ANTH,"CULTR, NARRAT'N & SUBJECTIVTY",Distribution Group II,,3
ANTH 395,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=395&p_subj=ANTH,CULTURES AND COMMUNICATION,Distribution Group II,,3
ANTH 402,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=402&p_subj=ANTH,SYNTAX AND SEMANTICS,Distribution Group II,,3
ANTH 403,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=403&p_subj=ANTH,ANALYZING PRACTICE,,,3
ANTH 404,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=404&p_subj=ANTH,INDEPENDENT STUDY,,,1 TO 9
ANTH 406,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=406&p_subj=ANTH,COGNITIVE STUDIES,Distribution Group II,,3
ANTH 407,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=407&p_subj=ANTH,FIELD TECHNIQUES AND ANALYSIS,Distribution Group II,,4
ANTH 408,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=408&p_subj=ANTH,FIELD TECHNIQUES AND ANALYSIS,Distribution Group II,,5
ANTH 409,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=409&p_subj=ANTH,AUTHORSHIP AND OWNERSHIP,Distribution Group II,,3
ANTH 410,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=410&p_subj=ANTH,THE ETHNOGRAPHY OF DEVELOPMENT,Distribution Group II,,3
ANTH 411,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=411&p_subj=ANTH,NEUROLINGUISTICS,Distribution Group II,,3
ANTH 412,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=412&p_subj=ANTH,RHETORIC,Distribution Group II,,3
ANTH 413,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=413&p_subj=ANTH,POST-SOCIALISM & EUROPE,,,3
ANTH 414,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=414&p_subj=ANTH,HERMENEUTICS &LINGUISTIC ANTH,Distribution Group II,,3
ANTH 415,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=415&p_subj=ANTH,MODERNITY/POSTMODERNITY,Distribution Group II,,3
ANTH 418,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=418&p_subj=ANTH,CAN HUMANS THINK?,Distribution Group II,,3
ANTH 419,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=419&p_subj=ANTH,LAW AND SOCIETY,,,3
ANTH 421,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=421&p_subj=ANTH,AUSTRALIAN LANGUAGES,,,3
ANTH 423,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=423&p_subj=ANTH,AFRICAN MYTHS & RITUAL,Distribution Group I,,3
ANTH 425,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=425&p_subj=ANTH,ADVANCED TOPICS IN ARCHAEOLOGY,,,3
ANTH 430,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=430&p_subj=ANTH,EXPERIMENTAL WRITING,Distribution Group II,,3
ANTH 440,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=440&p_subj=ANTH,BIOTECHNOLOGY AND CULTURE,Distribution Group II,,3
ANTH 446,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=446&p_subj=ANTH,ADV BIOMEDICAL ANTHROPOLOGY,,,3
ANTH 447,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=447&p_subj=ANTH,MODERN ETHNOGRAPHY,Distribution Group II,,3
ANTH 450,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=450&p_subj=ANTH,ANTH IN CONTEMPORARY WORLD,,,3
ANTH 455,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=455&p_subj=ANTH,SCIENCE AND TECHNOLOGY STUDIES,Distribution Group II,,3
ANTH 458,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=458&p_subj=ANTH,HUMAN OSTEOLOGY,,,3
ANTH 460,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=460&p_subj=ANTH,ADVANCED ARCHAEOLOGICAL THEORY,,,3
ANTH 463,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=463&p_subj=ANTH,WEST AFRICAN PREHISTORY,Distribution Group II,,3
ANTH 468,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=468&p_subj=ANTH,PALAEOCLIMATE & HUMAN RESPONSE,Distribution Group II,,3
ANTH 474,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=474&p_subj=ANTH,ADVANCED SEMINAR,Distribution Group II,,3
ANTH 475,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=475&p_subj=ANTH,PLIO-PLEISTOCENE CLIMATE CHANG,Distribution Group II,,3
ANTH 482,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=482&p_subj=ANTH,THIRD WORLD CINEMA,,,4
ANTH 483,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=483&p_subj=ANTH,DOCUMENTARY AND ETHNOGRAPHIC,,,4
ANTH 484,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=484&p_subj=ANTH,EXILE AND DIASPORA CINEMA,,,4
ANTH 490,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=490&p_subj=ANTH,DIRECTED HONORS RESEARCH,,,3
ANTH 491,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=491&p_subj=ANTH,DIRECTED HONORS RESEARCH,,,3
ANTH 506,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=506&p_subj=ANTH,HIST OF ANTHROPOLOGICAL IDEAS,,,3
ANTH 507,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=507&p_subj=ANTH,ANTHRO FROM 2ND WW-PRESENT,,,3
ANTH 508,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=508&p_subj=ANTH,HISTORY AS A CULTURAL MYTH,,,5
ANTH 509,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=509&p_subj=ANTH,GLOBAL CULTURES,,,3
ANTH 511,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=511&p_subj=ANTH,MASCULINITIES,,,3
ANTH 512,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=512&p_subj=ANTH,AFRICAN PREHISTORY,,,3
ANTH 513,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=513&p_subj=ANTH,LANGUAGE AND CULTURE,,,3
ANTH 515,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=515&p_subj=ANTH,ANTH:INFORMATION & NETWORKS,,,3
ANTH 518,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=518&p_subj=ANTH,ANTHROPOLOGY & REPRESENTATION,Distribution Group II,,3
ANTH 519,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=519&p_subj=ANTH,SYMBOLISM AND POWER,,,3
ANTH 520,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=520&p_subj=ANTH,PUBLIC SPHERES/CULTURES,,,3
ANTH 522,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=522&p_subj=ANTH,CULTURES AND IDENTITIES,,,3
ANTH 525,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=525&p_subj=ANTH,SOCIETY IN ANCIENT GREECE,,,3
ANTH 527,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=527&p_subj=ANTH,GENDER AND SYMBOLISM,,,3
ANTH 528,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=528&p_subj=ANTH,TERROR AND SOCIAL TRAUMA,,,3
ANTH 529,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=529&p_subj=ANTH,"BODIES, SENSUALITIES, & ART",,,3
ANTH 535,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=535&p_subj=ANTH,ANTHROPOLOGY/CULTURE CRITIQUE,,,3
ANTH 538,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=538&p_subj=ANTH,READING POPULAR CULTURE,,,3
ANTH 544,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=544&p_subj=ANTH,CITY/CULTURE,,,3
ANTH 545,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=545&p_subj=ANTH,ARCHAEOLOGY IN SOCIAL CONTEXT,,,3
ANTH 547,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=547&p_subj=ANTH,THE U.S. AS A FOREIGN COUNTRY,,,3
ANTH 551,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=551&p_subj=ANTH,CULTURES OF NATIONALISM,,,3
ANTH 553,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=553&p_subj=ANTH,CULTURES OF INDIA,,,3
ANTH 558,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=558&p_subj=ANTH,ISSUES OF INDIGENOUS PEOPLES,,,3
ANTH 562,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=562&p_subj=ANTH,ARCHAEOLOGICAL FLD TECHNIQUES,,,3
ANTH 563,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=563&p_subj=ANTH,EARLY CIVILIZATIONS,,,3
ANTH 571,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=571&p_subj=ANTH,MONEY AND EVERYDAY LIFE,,,3
ANTH 572,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=572&p_subj=ANTH,CULTURES OF CAPITALISM,,,3
ANTH 573,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=573&p_subj=ANTH,"LANGUAGE, NARRATION,&MODERNITY",,,3
ANTH 575,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=575&p_subj=ANTH,MEMORY IN SCIENCE&TECHNOLOGY,,,3
ANTH 579,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=579&p_subj=ANTH,GIFTS AND CONTRACTS,,,3
ANTH 581,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=581&p_subj=ANTH,MEDICAL ANTHROPOLOGY,,,3
ANTH 583,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=583&p_subj=ANTH,HUMAN ADAPTATION,,,3
ANTH 588,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=588&p_subj=ANTH,LIFE CYCLE: A BIOCULTURAL VIEW,,,3
ANTH 590,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=590&p_subj=ANTH,"CULTR, NARRAT'N & SUBJECTIVITY",,,3
ANTH 595,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=595&p_subj=ANTH,CULTURES AND COMMUNICATION,,,3
ANTH 600,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=600&p_subj=ANTH,INDEPENDENT STUDY,,,1 TO 9
ANTH 601,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=601&p_subj=ANTH,PROSEMINAR IN ANTHROPOLOGY,,,3
ANTH 602,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=602&p_subj=ANTH,PROPOSAL WRITING SEMINAR,,,3
ANTH 603,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=603&p_subj=ANTH,ANALYZING PRACTICE,,,3
ANTH 605,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=605&p_subj=ANTH,FIELDWORK,,,4
ANTH 606,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=606&p_subj=ANTH,COGNITIVE STUDIES,,,3
ANTH 607,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=607&p_subj=ANTH,FIELD TECHNIQUES AND ANALYSIS,,,3
ANTH 608,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=608&p_subj=ANTH,FIELD TECHNIQUES AND ANALYSIS,,,3
ANTH 609,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=609&p_subj=ANTH,AUTHORSHIP AND OWNERSHIP,,,3
ANTH 610,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=610&p_subj=ANTH,THE ETHNOGRAPHY OF DEVELOPMENT,,,3
ANTH 611,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=611&p_subj=ANTH,NEUROLINGUISTICS,,,3
ANTH 612,/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2006&p_crse_numb=612&p_subj=ANTH,RHETORIC,,,3
